family_key	candidate_family	source_tokens	proposed_targets	occurrence_count	volume_count	sample_refs	sample_contexts	evidence_summary	confidence_summary	suggested_action
dotless_i:danı:dani	dotless_i	danı (1)	dani (1)	1	1	wts_1_34:708:167	handelt“ (Ps 18b); ~ smras bzin byed danı	orthography_scan:1	low:1	review
dotless_i:darsın:darsin	dotless_i	darsın (1)	darsin (1)	1	1	wts_1_34:1066:227	darsın.	orthography_scan:1	low:1	review
dotless_i:desayısyamah:desayisyamah	dotless_i	desayısyamah (1)	desayisyamah (1)	1	1	wts_1_34:131:20	desayısyamah „mit umwickeltem Kopf wer-	orthography_scan:1	low:1	review
dotless_i:devadarı:devadari	dotless_i	devadarı (1)	devadari (1)	1	1	wts_1_34:990:73	skt. devadarı Pinus Deodora Roxb. (PW);	orthography_scan:1	low:1	review
dotless_i:devadärıh:devadärih	dotless_i	devadärıh (1)	devadärih (1)	1	1	wts_1_34:990:91	Lex. devadärıh (Mvy 4205); gsom sin	orthography_scan:1	low:1	review
dotless_i:dga’-idan-pı:dga’-idan-pi	dotless_i	dGa’-Idan-pı (1)	dGa’-Idan-pi (1)	1	1	wts_1_34:255:118	Herrscher der dGa’-Idan-pı* (Bhulg	orthography_scan:1	low:1	review
dotless_i:dharmavasıtä:dharmavasitä	dotless_i	dharmavasıtä (1)	dharmavasitä (1)	1	1	wts_1_34:681:96	Lex. dharmavasıtä (Mvy 777, Abt. byan	orthography_scan:1	low:1	review
dotless_i:dominı:domini	dotless_i	Dominı (1)	Domini (1)	1	1	wts_1_34:864:102	anno Dominı	orthography_scan:1	low:1	review
dotless_i:dreı:drei	dotless_i	dreı (1)	drei (1)	1	1	wts_1_34:225:82	„man muß in die Breite dreı Maßeinheiten,	orthography_scan:1	low:1	review
dotless_i:drı:dri	dotless_i	drı (1)	dri (1)	1	1	wts_1_34:214:101	Speise findet“ (K12 132a1); drı Zim — yı /	orthography_scan:1	medium:1	review
dotless_i:dväparayıga:dväparayiga	dotless_i	dväparayıga (1)	dväparayiga (1)	1	1	wts_1_34:804:42	Zeitalter, skt. dväparayıga, vgl. SCHUH	orthography_scan:1	low:1	review
dotless_i:dıean:diean	dotless_i	dıean (1)	diean (1)	1	1	wts_1_34:219:80	Krüppel vor, dıean Hals, Gliedern und Sin-	orthography_scan:1	low:1	review
dotless_i:dınan:dinan	dotless_i	dınan (1)	dinan (1)	1	1	wts_1_34:926:222	dınan par » herabsehen auf.	orthography_scan:1	low:1	review
dotless_i:dınas:dinas	dotless_i	dınas (1)	dinas (1)	1	1	wts_1_34:908:115	als es gewogen wurde“ (Glr 198,19); dınas	orthography_scan:1	low:1	review
dotless_i:dır:dir	dotless_i	dır (1)	dir (1)	1	1	wts_1_34:289:189	(metr.) „bei dır selbst gibt es viel Unreines“	orthography_scan:1	low:1	review
dotless_i:dıvin:divin	dotless_i	dıvin (1)	divin (1)	1	1	wts_1_34:275:54	2. [dıvin.] eine Kalkulation.	orthography_scan:1	low:1	review
dotless_i:einınal:eininal	dotless_i	einınal (1)	eininal (1)	1	1	wts_1_34:878:55	einınal ein bißchen daran denkst“ (gZer	orthography_scan:1	medium:1	review
dotless_i:ekäkıino:ekäkiino	dotless_i	ekäkıino (1)	ekäkiino (1)	1	1	wts_1_34:593:120	tu son ste = ekäkıino rahogatäh „einzelne, die	orthography_scan:1	low:1	review
dotless_i:ekäntaklıstäh:ekäntaklistäh	dotless_i	ekäntaklıstäh (1)	ekäntaklistäh (1)	1	1	wts_1_34:80:42	ni... — can = ime sattva ... ekäntaklıstäh „diese Wesen sind ganz befleckt“ (in Mvy 184);	orthography_scan:1	low:1	review
dotless_i:erkır:erkir	dotless_i	ErKır (1)	ErKir (1)	1	1	wts_1_34:928:57	ErKır® acichtio རེ	orthography_scan:1	medium:1	review
dotless_i:erıstata:eristata	dotless_i	erıstata (1)	eristata (1)	1	1	wts_1_34:911:44	erıstata Lin. (PW).	orthography_scan:1	low:1	review
dotless_i:eı-:ei-	dotless_i	eı- (1)	ei- (1)	1	1	wts_1_34:1297:18	Unterwelt gehst, werde ich dich wie mit eı-	orthography_scan:1	low:1	review
dotless_i:eınem:einem	dotless_i	eınem (1)	einem (1)	1	1	wts_1_34:234:33	usw. in eınem Gefäß schwenken, reinigend	orthography_scan:1	low:1	review
dotless_i:eıs:eis	dotless_i	Eıs (1)	Eis (1)	1	1	wts_1_34:633:151	ཆཌ་རྱོཉ།། chab rom Eıs.	orthography_scan:1	medium:1	review
dotless_i:fascıculus:fasciculus	dotless_i	fascıculus (1)	fasciculus (1)	1	1	wts_1_34:31:77	fascıculus; Faszikel	orthography_scan:1	low:1	review
dotless_i:feıgn:feign	dotless_i	feıgn (1)	feign (1)	1	1	wts_1_34:237:194	mix, invent, feıgn (Lıi/CoBLm 1987: 376)?	orthography_scan:1	low:1	review
dotless_i:fgecır:fgecir	dotless_i	fgecır (1)	fgecir (1)	1	1	wts_1_34:604:79	auspressen, vgl. fgecır.	orthography_scan:1	low:1	review
dotless_i:flüssıger:flüssiger	dotless_i	flüssıger (1)	flüssiger (1)	1	1	wts_1_34:232:84	„wenn man eine in flüssıger Butter [zubereitete] Abkochung getrunken hat“ (¥	orthography_scan:1	low:1	review
dotless_i:folıum:folium	dotless_i	folıum (1)	folium (1)	1	1	wts_1_34:31:81	folıum, folia; Blatt, Blätter	orthography_scan:1	low:1	review
dotless_i:führı:führi	dotless_i	führı (1)	führi (1)	1	1	wts_1_34:753:170	führı“ (Nel 25b1); imam thar ’di / dkar	orthography_scan:1	medium:1	review
dotless_i:g.yanı:g.yani	dotless_i	g.yanı (1)	g.yani (1)	1	1	wts_1_34:948:71	frißt“ (8Zi 2: 337,2); jo ru sod ~ g.yanı sbye	orthography_scan:1	low:1	review
dotless_i:g.yı:g.yi	dotless_i	g.yı (1)	g.yi (1)	1	1	wts_1_34:505:48	Lex. gcan gzan g.yı (TTC).	orthography_scan:1	medium:1	review
dotless_i:gananägatı:gananägati	dotless_i	gananägatı (1)	gananägati (1)	1	1	wts_1_34:424:128	gananägatı“ (Mvy 7970).	orthography_scan:1	low:1	review
dotless_i:ganapatı:ganapati	dotless_i	Ganapatı (1)	Ganapati (1)	1	1	wts_1_34:263:6	2. Beiname des Ganapatı.	orthography_scan:1	low:1	review
dotless_i:gansrı:gansri	dotless_i	Gansrı (1)	Gansri (1)	1	1	wts_1_34:840:95	Gansrı	orthography_scan:1	low:1	review
dotless_i:ganı:gani	dotless_i	ganı (1)	gani (1)	1	1	wts_1_34:337:99	"ART ""gan ga \ganı gä."	orthography_scan:1	low:1	review
dotless_i:gaṅıs:gaṅis	dotless_i	gaṅıs (1)	gaṅis (1)	1	1	wts_1_34:714:51	ཇོ་མོ་གངས་ jo mo gaṅıs	orthography_scan:1	medium:1	review
dotless_i:gisarı:gisari	dotless_i	gIsarı (1)	gIsari (1)	1	1	wts_1_34:650:26	„in gIsarı sind Byan und Chu-mig, diese	orthography_scan:1	low:1	review
dotless_i:glu-’brın:glu-’brin	dotless_i	Glu-’brın (1)	Glu-’brin (1)	1	1	wts_1_34:115:15	men, das sind Glu-rab bzan-do-re, Glu-’brın	orthography_scan:1	medium:1	review
dotless_i:gnanı:gnani	dotless_i	gnanı (1)	gnani (1)	1	1	wts_1_34:743:56	ENTER rjes gnanı	orthography_scan:1	low:1	review
dotless_i:gnañı:gnañi	dotless_i	gnañı (1)	gnañi (1)	1	1	wts_1_34:1204:79	bka’ stsal pa / — ... gnañı ño „[der Buddha]	orthography_scan:1	medium:1	review
dotless_i:gnädıg:gnädig	dotless_i	gnädıg (1)	gnädig (1)	1	1	wts_1_34:140:115	„das ist sehr gnädıg“ (Tson Nth 5,11b3).	orthography_scan:1	medium:1	review
dotless_i:grıg:grig	dotless_i	grıg (1)	grig (1)	1	1	wts_1_34:577:104	grıg y	orthography_scan:1	low:1	review
dotless_i:grıl:gril	dotless_i	grıl (1)	gril (1)	1	1	wts_1_34:639:110	ཆིག་དྲིལ་ chig dril Tchig grıl.	orthography_scan:1	medium:1	review
dotless_i:gsanı:gsani	dotless_i	gsanı (1)	gsani (1)	1	1	wts_1_34:431:190	schmücken“, sprechen; mgrin gsanı	orthography_scan:1	low:1	review
dotless_i:gsın:gsin	dotless_i	gsın (1)	gsin (1)	1	1	wts_1_34:243:188	noch nicht ergeben“ (MTH3/3/9 6); gsın	orthography_scan:1	medium:1	review
dotless_i:gsıs:gsis	dotless_i	gśıs (1)	gśis (1)	1	1	wts_1_34:403:192	yin pa’i gśıs „sie waren enge Vertraute für	orthography_scan:1	low:1	review
dotless_i:gyıl:gyil	dotless_i	gyıl (1)	gyil (1)	1	1	wts_1_34:1002:97	an“ (Vdk-M 151,24); gser gyıl ~ Itar che Zin	orthography_scan:1	low:1	review
dotless_i:gzıgs:gzigs	dotless_i	gzıgs (1)	gzigs (1)	1	1	wts_1_34:607:9	Pflanze, synon. spyan gzıgs	orthography_scan:1	medium:1	review
dotless_i:gäıi:gäii	dotless_i	gäıi (1)	gäii (1)	1	1	wts_1_34:392:61	für Anteil“ (brDa); gla rnan gyi than gäıi	orthography_scan:1	medium:1	review
dotless_i:gäıs:gäis	dotless_i	gäıs (1)	gäis (1)	1	1	wts_1_34:1034:195	Aśoka!“ (Tär 21,1); sron dus kyi mchod gäıs	orthography_scan:1	medium:1	review
dotless_i:gıs:gis	dotless_i	gıs (1)	gis (1)	1	1	wts_1_34:773:217	sich fortbewegen“ (Suv 113,13); ~ rlun gıs	orthography_scan:1	medium:1	review
dotless_i:ha-sarı:ha-sari	dotless_i	Ha-śarı (1)	Ha-śari (1)	1	1	wts_1_34:378:101	kri mi-dmar, Ro-kri mi-dmar, Ha-śarı mi-	orthography_scan:1	low:1	review
dotless_i:hamısch:hamisch	dotless_i	HamıscH (1)	HamiscH (1)	1	1	wts_1_34:849:159	hu 1b1-135a7. Skt. teilw.: HamıscH 2005.	orthography_scan:1	low:1	review
dotless_i:harita-kapısa:harita-kapisa	dotless_i	harita-kapısa (1)	harita-kapisa (1)	1	1	wts_1_34:121:37	ge sar — ser (metr.) „weißgelbe (abw. skt. harita-kapısa gelbbraune) Staubfäden“ (Megh	orthography_scan:1	low:1	review
dotless_i:haıt:hait	dotless_i	haıt (1)	hait (1)	1	1	wts_1_34:773:196	» haıt.	orthography_scan:1	low:1	review
dotless_i:hetudäyıka:hetudäyika	dotless_i	hetudäyıka (1)	hetudäyika (1)	1	1	wts_1_34:483:7	„hetudäyıka [u. a. sind] diese 32 Kanäle“	orthography_scan:1	low:1	review
dotless_i:heıt:heit	dotless_i	heıt (1)	heit (1)	1	1	wts_1_34:765:78	༄ heıt.	orthography_scan:1	medium:1	review
dotless_i:horıinger:horiinger	dotless_i	HorıInGer (1)	HoriInGer (1)	1	1	wts_1_34:67:89	HorıInGer, Marcel 1982-90: Le congres du lac Anavatapta. Vies de saints bouddhiques. Extraits du	orthography_scan:1	medium:1	review
dotless_i:hwa-sarı:hwa-sari	dotless_i	Hwa-śarı (1)	Hwa-śari (1)	1	1	wts_1_34:1305:74	nas „[Hwa-śarı Mahäyäna] sagt: ‚Man wird	orthography_scan:1	medium:1	review
dotless_i:hänıib:häniib	dotless_i	hänıib (1)	häniib (1)	1	1	wts_1_34:761:114	„zerfallen“ (Mvy 9129), hänıib „Abnahme,	orthography_scan:1	low:1	review
dotless_i:häufı-:häufi-	dotless_i	häufı- (1)	häufi- (1)	1	1	wts_1_34:50:19	ཀམ་མེ་ཀེམ་མེ་ kam me kem me (skem pa?) häufı-	orthography_scan:1	medium:1	review
dotless_i:hımmlı-:himmli-	dotless_i	hımmlı- (1)	himmli- (1)	1	1	wts_1_34:1320:104	1. „Geruchesser“, Bez. einer Klasse hımmlı-	orthography_scan:1	low:1	review
dotless_i:hımälaya-gebirge:himälaya-gebirge	dotless_i	Hımälaya-Gebirge (1)	Himälaya-Gebirge (1)	1	1	wts_1_34:249:213	das Hımälaya-Gebirge“ (ViśT 206,7); ri -	orthography_scan:1	low:1	review
dotless_i:hımälaya:himälaya	dotless_i	Hımälaya (1)	Himälaya (1)	1	1	wts_1_34:342:50	Gletscher, Bez. des Hımälaya; -’	orthography_scan:1	medium:1	review
dotless_i:hınzu-:hinzu-	dotless_i	hınzu- (1)	hinzu- (1)	1	1	wts_1_34:237:37	anbinden, aufstecken, aufsetzen, hınzu-	orthography_scan:1	low:1	review
dotless_i:icanı:icani	dotless_i	ICanı (1)	ICani (1)	1	1	wts_1_34:25:19	ICanı skya Ye śes bstan pa’i sgron me, Rol pa’i rdo rje | NGAWANG GELEK DEMO 1969-1971 [ThK 1:	orthography_scan:1	medium:1	review
dotless_i:icıbs:icibs	dotless_i	Icıbs (1)	Icibs (1)	1	1	wts_1_34:615:78	""" Icıbs SC utz, eire."	orthography_scan:1	low:1	review
dotless_i:idın:idin	dotless_i	Idın (1)	Idin (1)	1	1	wts_1_34:452:46	འགྲོ་ལྡིང་ gro Idın.	orthography_scan:1	medium:1	review
dotless_i:igın:igin	dotless_i	Igın (1)	Igin (1)	1	1	wts_1_34:54:115	ཀིན་ kin 111 alttib. Texten für Igın.	orthography_scan:1	medium:1	review
dotless_i:ijanı:ijani	dotless_i	IJanı (1)	IJani (1)	1	1	wts_1_34:718:135	IJanı gehört und Tibetisch spricht“ (Sambh	orthography_scan:1	low:1	review
dotless_i:imthanı:imthani	dotless_i	Imthanı (1)	Imthani (1)	1	1	wts_1_34:1054:131	མཁའང་ mtha'an Imthanı.	orthography_scan:1	medium:1	review
dotless_i:inarı:inari	dotless_i	Inarı (1)	Inari (1)	1	1	wts_1_34:45:162	Silber; Kurzf. für tkapala, Inarı mchod ka //.	orthography_scan:1	low:1	review
dotless_i:indo-iranıan:indo-iranian	dotless_i	Indo-Iranıan (1)	Indo-Iranian (1)	1	1	wts_1_34:31:110	Indo-Iranıan Journal	orthography_scan:1	low:1	review
dotless_i:iserıng:isering	dotless_i	IserınG (1)	IserinG (1)	1	1	wts_1_34:38:78	(Emer/ IserınG 1979: 463; Dunk).	orthography_scan:1	low:1	review
dotless_i:ishuımama:ishuimama	dotless_i	Ishuımama (1)	Ishuimama (1)	1	1	wts_1_34:837:47	Ausgabe Ishuımama/FuKuDaA 1989) zu mchog.	orthography_scan:1	low:1	review
dotless_i:iskyın:iskyin	dotless_i	Iskyın (1)	Iskyin (1)	1	1	wts_1_34:199:21	སྐྱིང་གོར་ skyin gor Iskyın 9077	orthography_scan:1	medium:1	review
dotless_i:itenı:iteni	dotless_i	Itenı (1)	Iteni (1)	1	1	wts_1_34:930:168	ལྟང་ལྟེང་ ktan Itenı	orthography_scan:1	medium:1	review
dotless_i:ixıu:ixiu	dotless_i	Ixıu (1)	Ixiu (1)	1	1	wts_1_34:32:250	Ixıu	orthography_scan:1	low:1	review
dotless_i:ixıv:ixiv	dotless_i	Ixıv (1)	Ixiv (1)	1	1	wts_1_34:867:59	Ixıv	orthography_scan:1	low:1	review
dotless_i:jaimıni:jaimini	dotless_i	Jaimıni (1)	Jaimini (1)	1	1	wts_1_34:472:34	Jaimıni.	orthography_scan:1	low:1	review
dotless_i:jamghäcärıka:jamghäcärika	dotless_i	jamghäcärıka (1)	jamghäcärika (1)	1	1	wts_1_34:156:52	jamghäcärıka).	orthography_scan:1	low:1	review
dotless_i:jarıl:jaril	dotless_i	jarıl (1)	jaril (1)	1	1	wts_1_34:708:1	ཇ་རིལ་ jarıl	orthography_scan:1	medium:1	review
dotless_i:jınd:jind	dotless_i	jınd (1)	jind (1)	1	1	wts_1_34:865:148	jınd.	orthography_scan:1	low:1	review
dotless_i:jındm:jindm	dotless_i	jındm (1)	jindm (1)	1	1	wts_1_34:747:180	jındm. richtend.	orthography_scan:1	low:1	review
dotless_i:kakanı:kakani	dotless_i	kakanı (1)	kakani (1)	1	1	wts_1_34:33:72	— skt. kakanı.	orthography_scan:1	low:1	review
dotless_i:kakerıya:kakeriya	dotless_i	Kakerıya (1)	Kakeriya (1)	1	1	wts_1_34:34:88	senden Bäumen ... [darunter] Kakerıya“ (K45	orthography_scan:1	low:1	review
dotless_i:kalagnı:kalagni	dotless_i	kalagnı (1)	kalagni (1)	1	1	wts_1_34:44:62	kalagnı.	orthography_scan:1	low:1	review
dotless_i:kalyanamiıtra:kalyanamiitra	dotless_i	kalyanamiıtra (1)	kalyanamiitra (1)	1	1	wts_1_34:414:66	geistliche Lehrer, skt. kalyanamiıtra.	orthography_scan:1	low:1	review
dotless_i:kaläcıkah:kaläcikah	dotless_i	kaläcıkah (1)	kaläcikah (1)	1	1	wts_1_34:253:105	Lex. kaläcıkah (Mvy 8958); thur ma’am	orthography_scan:1	medium:1	review
dotless_i:kalı:kali	dotless_i	kalı (1)	kali (1)	1	1	wts_1_34:45:187	sonanten. — skt. kalı.	orthography_scan:1	low:1	review
dotless_i:kalıdasa:kalidasa	dotless_i	kalıdasa (1)	kalidasa (1)	1	1	wts_1_34:46:4	kalıdasa.	orthography_scan:1	low:1	review
dotless_i:kalıkä-pflanze:kalikä-pflanze	dotless_i	Kalıkä-Pflanze (1)	Kalikä-Pflanze (1)	1	1	wts_1_34:45:205	Stengel der Kalıkä-Pflanze immer mehr	orthography_scan:1	low:1	review
dotless_i:kamacandıra:kamacandira	dotless_i	kamacandıra (1)	kamacandira (1)	1	1	wts_1_34:40:222	diens. — skt. kamacandıra.	orthography_scan:1	low:1	review
dotless_i:kamsärı:kamsäri	dotless_i	Kamsärı (1)	Kamsäri (1)	1	1	wts_1_34:315:206	skt. Kamsärı.	orthography_scan:1	low:1	review
dotless_i:kanı:kani	dotless_i	kanı (1)	kani (1)	1	1	wts_1_34:802:157	140,20); sgo srun kin kanı ~ te „die zwei Kinkan-Torwächter“ (IDe] 125,16); ned ~ gyon	orthography_scan:1	low:1	review
dotless_i:karkatıkä:karkatikä	dotless_i	karkatıkä (1)	karkatikä (1)	1	1	wts_1_34:51:147	karkatıkä = shin po (Mvy 6239).	orthography_scan:1	low:1	review
dotless_i:karnıka:karnika	dotless_i	karnıka (1)	karnika (1)	1	1	wts_1_34:52:28	schmuck. - skt. karnıka.	orthography_scan:1	low:1	review
dotless_i:karnıkära:karnikära	dotless_i	Karnıkära (1)	Karnikära (1)	1	1	wts_1_34:52:45	Karnıkära [u.a.] ist vorzüglich zur Beseiti-	orthography_scan:1	low:1	review
dotless_i:kastärıkändam:kastärikändam	dotless_i	kastärıkändam (1)	kastärikändam (1)	1	1	wts_1_34:392:175	Lex. kastärıkändam (Mvy 5832), mrgama-	orthography_scan:1	low:1	review
dotless_i:kasısunda-:kasisunda-	dotless_i	kasısunda- (1)	kasisunda- (1)	1	1	wts_1_34:47:41	Kurtisane. — skt. kasısunda-	orthography_scan:1	low:1	review
dotless_i:katarı:katari	dotless_i	katarı (1)	katari (1)	1	1	wts_1_34:36:101	ཀ་ཏ་རུ་ katarı	orthography_scan:1	medium:1	review
dotless_i:katı:kati	dotless_i	Katı (1)	Kati (1)	1	1	wts_1_34:37:39	katyäyani Nachfahrin des Katı.	orthography_scan:1	low:1	review
dotless_i:kelı:keli	dotless_i	kelı (1)	keli (1)	1	1	wts_1_34:104:141	oder Scherzwort (KlonD 736,1); krida, kelı,	orthography_scan:1	low:1	review
dotless_i:kinıhi:kinihi	dotless_i	kinıhi (1)	kinihi (1)	1	1	wts_1_34:53:150	ཀི་ནིའི་ ki 7777 eine Heilpflanze. — skt. kinıhi	orthography_scan:1	medium:1	review
dotless_i:konımt:konimt	dotless_i	konımt (1)	konimt (1)	1	1	wts_1_34:871:148	wenn es korrumpiert ist, konımt es nur als	orthography_scan:1	low:1	review
dotless_i:koınmt:koinmt	dotless_i	koınmt (1)	koinmt (1)	1	1	wts_1_34:787:183	„Padmävati koınmt vor Scham zitternd	orthography_scan:1	low:1	review
dotless_i:krı:kri	dotless_i	krı (1)	kri (1)	1	1	wts_1_34:108:54	ཀྲི་ཀྲི་ £©)7 krı	orthography_scan:1	medium:1	review
dotless_i:ksatrıya:ksatriya	dotless_i	Ksatrıya (1)	Ksatriya (1)	1	1	wts_1_34:472:21	Ksatrıya.	orthography_scan:1	low:1	review
dotless_i:kusälı:kusäli	dotless_i	kusälı (1)	kusäli (1)	1	1	wts_1_34:60:127	kriyogmtha’ dag gsan pa’i brgyud pani / kusälı	orthography_scan:1	medium:1	review
dotless_i:kyın:kyin	dotless_i	kyın (1)	kyin (1)	1	1	wts_1_34:324:125	kyın cha „wir wandern in den schlechten	orthography_scan:1	low:1	review
dotless_i:käcalın-:käcalin-	dotless_i	käcalın- (1)	käcalin- (1)	1	1	wts_1_34:42:44	sehr weicher Stoff. ~ zu skt. käcalın-	orthography_scan:1	low:1	review
dotless_i:käncı:känci	dotless_i	käncı (1)	känci (1)	1	1	wts_1_34:48:121	MR kaiitsi ein Ort in Südindien. - skt. käncı.	orthography_scan:1	medium:1	review
dotless_i:kärıka-vyäakhyäna:kärika-vyäakhyäna	dotless_i	kärıka-vyäakhyäna (1)	kärika-vyäakhyäna (1)	1	1	wts_1_34:19:182	kärıka-vyäakhyäna. Ed.: Derge-Tanjur, ’Dul ba, su 162b3-246a7.	orthography_scan:1	medium:1	review
dotless_i:käsıjäta:käsijäta	dotless_i	käsıjäta (1)	käsijäta (1)	1	1	wts_1_34:47:38	mane. -- skt. käsıjäta.	orthography_scan:1	low:1	review
dotless_i:käsıka:käsika	dotless_i	käsıka (1)	käsika (1)	1	1	wts_1_34:46:206	Lex. käsıka° (Mvy 9176); yul gyi min ste mdo	orthography_scan:1	low:1	review
dotless_i:künımern:künimern	dotless_i	künımern (1)	künimern (1)	1	1	wts_1_34:757:133	"""X fa ra in: ~ byed, mdzad sich künımern"	orthography_scan:1	medium:1	review
dotless_i:kıerter:kierter	dotless_i	KıErter (1)	KiErter (1)	1	1	wts_1_34:113:52	tidea (Schrenk) C. B. Clarke (KıErter/	orthography_scan:1	low:1	review
dotless_i:kılikıläyitam:kilikiläyitam	dotless_i	kılikıläyitam (1)	kilikiläyitam (1)	1	1	wts_1_34:55:100	dar dir ku co) ca co =kılikıläyitam (Mvy 2787);	orthography_scan:1	low:1	review
dotless_i:kılätah:kilätah	dotless_i	kılätah (1)	kilätah (1)	1	1	wts_1_34:662:70	Lex. kılätah (Mvy 5691).	orthography_scan:1	low:1	review
dotless_i:kımsuka-bau-:kimsuka-bau-	dotless_i	Kımsuka-Bau- (1)	Kimsuka-Bau- (1)	1	1	wts_1_34:54:79	erfolgt, schütte man Alkali des Kımsuka-Bau-	orthography_scan:1	low:1	review
dotless_i:kımura:kimura	dotless_i	KımurA (1)	KimurA (1)	1	1	wts_1_34:66:84	(Ergänze beim bestehenden Eintrag:) Skt. 1: Durr 1934; 2-5: KımurA 1986-1992.	orthography_scan:1	low:1	review
dotless_i:kın:kin	dotless_i	Kın (1)	Kin (1)	1	1	wts_1_34:93:63	Kın	orthography_scan:1	low:1	review
dotless_i:lalıtäsana:lalitäsana	dotless_i	lalıtäsana (1)	lalitäsana (1)	1	1	wts_1_34:226:26	lalıtäsana.	orthography_scan:1	low:1	review
dotless_i:landı:landi	dotless_i	landı (1)	landi (1)	1	1	wts_1_34:45:150	ag kä landı ırrt. für Ika lindi.	orthography_scan:1	low:1	review
dotless_i:landıa:landia	dotless_i	landıa (1)	landia (1)	1	1	wts_1_34:222:121	landıa corymbosa Linn. u. a. (Meul 571 [.);	orthography_scan:1	low:1	review
dotless_i:litatıiv:litatiiv	dotless_i	litatıiv (1)	litatiiv (1)	1	1	wts_1_34:34:118	litatıiv] gut, wenn es luftig ist“ (gYu 297,1);	orthography_scan:1	low:1	review
dotless_i:lvın:lvin	dotless_i	lvın (1)	lvin (1)	1	1	wts_1_34:864:37	lvın	orthography_scan:1	low:1	review
dotless_i:läßı:läßi	dotless_i	läßı (1)	läßi (1)	1	1	wts_1_34:133:139	läßı“ (Ps 25b); mes po’i — las ’da’ bar bya ba	orthography_scan:1	low:1	review
dotless_i:lıi:lii	dotless_i	Lıi (1)	Lii (1)	1	1	wts_1_34:237:194	mix, invent, feıgn (Lıi/CoBLm 1987: 376)?	orthography_scan:1	low:1	review
dotless_i:lın:lin	dotless_i	Lın (1)	Lin (1)	1	1	wts_1_34:226:156	eines Gelübdes unterbrochen wurde (Lın	orthography_scan:1	low:1	review
dotless_i:lıpta:lipta	dotless_i	lıpta (1)	lipta (1)	1	1	wts_1_34:364:42	Unreinem beschmiert (skt. lıpta) ist, nicht	orthography_scan:1	low:1	review
dotless_i:macponaaıp:macponaaip	dotless_i	MacponaAıp (1)	MacponaAip (1)	1	1	wts_1_34:839:161	MAs 1935-1963, pt. 2, pp. 53 f. (Nr. 10), MacponaAıp 1971, pp.	orthography_scan:1	low:1	review
dotless_i:macponaıd:macponaid	dotless_i	MacponaıD (1)	MacponaiD (1)	1	1	wts_1_34:137:9	vgl. TLTD 2: 53 £. (Nr. 10), MacponaıD 1971: 251-255.	orthography_scan:1	low:1	review
dotless_i:mahlın:mahlin	dotless_i	mahlın (1)	mahlin (1)	1	1	wts_1_34:1121:104	mahlın.	orthography_scan:1	low:1	review
dotless_i:mahämandalıkab:mahämandalikab	dotless_i	mahämandalıkab (1)	mahämandalikab (1)	1	1	wts_1_34:129:101	Lex. mahämandalıkab (Mvy 3355).	orthography_scan:1	low:1	review
dotless_i:mahıkaä:mahikaä	dotless_i	mahıkaä (1)	mahikaä (1)	1	1	wts_1_34:266:180	Lex. mahıkaä (Mvy 1872); na bun te smug pa	orthography_scan:1	low:1	review
dotless_i:meicho-fukyü-kaı:meicho-fukyü-kai	dotless_i	Meicho-Fukyü-Kaı (1)	Meicho-Fukyü-Kai (1)	1	1	wts_1_34:28:65	kyo: Meicho-Fukyü-Kaı, 1977]. [Käsy]	orthography_scan:1	low:1	review
dotless_i:miınma:miinma	dotless_i	miınma (1)	miinma (1)	1	1	wts_1_34:812:96	INN miınma.	orthography_scan:1	low:1	review
dotless_i:myın:myin	dotless_i	myın (1)	myin (1)	1	1	wts_1_34:595:160	myın myi rlag par „damit der Titel ‚König,	orthography_scan:1	low:1	review
dotless_i:mädhı:mädhi	dotless_i	mädhı (1)	mädhi (1)	1	1	wts_1_34:1060:201	mädhı.	orthography_scan:1	low:1	review
dotless_i:männlıchen:männlichen	dotless_i	männlıchen (1)	männlichen (1)	1	1	wts_1_34:131:177	Lex. pho mtshan gyi tog „Spitze des männlıchen Gliedes“ (116 31,12, brDa, Dagy); pho	orthography_scan:1	medium:1	review
dotless_i:männlıcher:männlicher	dotless_i	männlıcher (1)	männlicher (1)	1	1	wts_1_34:301:210	>’ tshogs rnams dan „ihr Scharen männlıcher und weiblicher zornvoller Gottheiten“	orthography_scan:1	medium:1	review
dotless_i:mülıya:müliya	dotless_i	mülıya (1)	müliya (1)	1	1	wts_1_34:616:167	mülıya (h) im Sanskrit.	orthography_scan:1	low:1	review
dotless_i:nagajıhvika:nagajihvika	dotless_i	nagajıhvika (1)	nagajihvika (1)	1	1	wts_1_34:112:153	Lex. nagajıhvika (Ak 247.108b).	orthography_scan:1	low:1	review
dotless_i:nahekonımen:nahekonimen	dotless_i	nahekonımen (1)	nahekonimen (1)	1	1	wts_1_34:722:64	nahekonımen, verstecken“ (Dagy).	orthography_scan:1	medium:1	review
dotless_i:nalıstischen:nalistischen	dotless_i	nalıstischen (1)	nalistischen (1)	1	1	wts_1_34:916:119	nalıstischen Sichtweisen.	orthography_scan:1	low:1	review
dotless_i:nam-mkha’ı:nam-mkha’i	dotless_i	nam-mkha’ı (1)	nam-mkha’i (1)	1	1	wts_1_34:6:46	des tibetisch-tibetischen Wörterbuches des Khyun-sprul ’Jigs-med nam-mkha’ı	orthography_scan:1	medium:1	review
