reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_google_loc_fricative_upgrade	sul	śul	3	1	wts_1_34:654:149; wts_1_34:654:150; wts_1_34:1039:112	rgyn ba’i sul „Furche, in der Wasser läuft“ || (brDa); chu rgyugs zin pa’ı sul (Dagy). || 11622); rta drel rnams gcıg sul 9:7/$ Sor gyis ~
alternate_witness_google_loc_nasal_upgrade	nun	ñuñ	3	1	wts_1_34:657:28; wts_1_34:1105:49; wts_1_34:1107:104	~ (brDa); - ba = nun nu / [tog] tsam / zegs || — ba 'dri ba’i dge slon yan nun bar gyur || bar / rim is nun nu nun nus de yons ’gens pa
alternate_witness_google_loc_nasal_upgrade	stan	staṅ	3	1	wts_1_34:685:15; wts_1_34:944:58; wts_1_34:944:91	(MTH3/5/31 26); bdag stan dbyal la bu gras || སྟང་ཟྲིལ་ stan zıl || སྟང་དབྱལ་ stan dbyal auch stans dbyal Paar,
alternate_witness_google_loc_nasal_upgrade	gdun	gduṅ	3	1	wts_1_34:691:76; wts_1_34:695:54; wts_1_34:1201:79	beyis „er lasse ihn einen Stüpa 108mal umkreisen“ (sBa 64,16); ka gZu gdun dan gdun || pa’i rten (brDa); ~ sku gdun cha breyad gan || — kyi sku gdun „die Reliquien eben des großen geistlichen Lehrers“ (ThK 2: 534,2); rje
alternate_witness_google_loc_nasal_upgrade	sin	siṅ	3	1	wts_1_34:721:32; wts_1_34:1047:137; wts_1_34:1075:183	sin mnar = rgya skyegs ... myur du ’joms || pa la gces pa ’dor ba’i chos su gnas sin „er || 1.48b); rdo rnams la Ihun brdabs sin = gyur
alternate_witness_hyphenated_initial_i_to_l_translit	Bkra-sis-Ihun-po	Bkra-sis-lhun-po	2	1	wts_1_34:23:132; wts_1_34:854:35	ma of Bkra-sis-Ihun-po. Reproduced from tracings made from prints of the Bkra-Sis-Ihun-po || chen Bla-ma of Bkra-sis-Ihun-po. Reproduced from tracings made from prints of the
alternate_witness_hyphenated_initial_i_to_l_translit	Dgah-Idan-phun-tshogs-glin	Dgah-ldan-phun-tshogs-glin	2	1	wts_1_34:25:65; wts_1_34:857:52	- 1982: Bkah-than-sde-Ina. Dgah-Idan-phun-tshogs-glin [!] edition. Reproduced from the col- || — 1982: Bkah-than-sde-Ina. Dgah-Idan-phun-tshogs-glin [!] edition. Reproduced
alternate_witness_google_loc_fricative_upgrade	bKth-Z	bKth-Ź	2	1	wts_1_34:25:73; wts_1_34:26:114	Prof. Raghuvira. New Delhi: TAIC ($PS 308). [bKth-Z] || [bKth-Z]; † Gu ru Padma ’byun gnas kyi skyes rabs ınam par thar pa [Padm]
alternate_witness_citation_cleanup	lMAEDA	IMAEDA	2	1	wts_1_34:25:84; wts_1_34:861:49	— [Bd. 2: Spanıen, Ariane] /lMAEDA, Yoshiro 1978-1979: Choix de documents tibetains conserves a || SPANIEN, Arlane/lMAEDA, Yoshiro 1979: Choix de documents tibetains conserves a la
alternate_witness_google_loc_fricative_upgrade	sen	śen	2	1	wts_1_34:27:26; wts_1_34:638:75	rGyal sen mi lus bsam legs | Sammlung Waddell [Magy] || kham sen du - ste „sie brachen nach Kham-
alternate_witness_google_loc_fricative_upgrade	san	śan	2	1	wts_1_34:100:72; wts_1_34:381:172	38,34); rgya gar gyi yul ke’u san byi’i man || Lex. gru san nam gru rdzins (brDa).
alternate_witness_google_loc_nasal_upgrade	zin	ziṅ	2	1	wts_1_34:116:29; wts_1_34:672:179	— ya gsum | zin po rje khri pan sum gyıs / ’dus || Dharma“ (PTs 21b2); zan zin med par -
alternate_witness_google_loc_nasal_upgrade	myan	myaṅ	2	1	wts_1_34:125:69; wts_1_34:1091:72	btsan po khri slon btsan gyis ... myan tsen cun || geben“ (Mil 28,2); na myan tsha dkar rgyan
alternate_witness_google_loc_nasal_upgrade	rNin-ma-pa	rÑin-ma-pa	2	1	wts_1_34:135:59; wts_1_34:503:199	brgyad do „die von den rNin-ma-pa ausgeübten Praktiken, die acht Verkündungen: die || „die von den rNin-ma-pa ausgeübten Praktiken“ (Debn 95,3); ~ pa byed pa’ı dam bca’
alternate_witness_hyphenated_initial_i_to_l_translit	Phags-pa-Iha	Phags-pa-lha	2	1	wts_1_34:135:114; wts_1_34:184:168	’Phags-pa-Iha von Chab-mdo, eines Sohnes || des ’Phags-pa-Iha heißt Zal-sna bKa’-
alternate_witness_hyphenated_initial_i_to_l_translit	Pho-Iha	Pho-lha	2	1	wts_1_34:140:4; wts_1_34:970:140	'gyur gyi {s}par „die Druckstöcke des Kanons, die zur Zeit des Pho-Iha tha’i-ji ge- || zur Zeit des Herrschers Pho-Iha tha’i-Ji
alternate_witness_google_loc_fricative_upgrade	swa	śwa	2	1	wts_1_34:147:26; wts_1_34:732:70	157,21); bi swa skarma’i phyag gi(s) ma bzens || 8); imis} las swa ser po gsum „drei gelbe
alternate_witness_google_loc_nasal_upgrade	snan	sñan	2	1	wts_1_34:147:64; wts_1_34:196:142	snan pa’i sgra 'byun Zin (metr.) „wenn sie || snan Sal skyab {b}rten bcas la „zusammen
alternate_witness_google_loc_fricative_upgrade	bsam	bśam	2	1	wts_1_34:148:37; wts_1_34:676:102	— bsam pa dan / dkon mchog la gsol ba gdab || gra sum bcu thams par ’khos bsam „dreißig
alternate_witness_google_loc_fricative_upgrade	gzan	gźan	2	1	wts_1_34:149:10; wts_1_34:375:9	müssen“ (Bca 5.66d); bdag gi don du gzan — || gnas gzan drug cur phyin pa’i grans med „das
alternate_witness_google_loc_nasal_upgrade	rkyon	rkyoṅ	2	1	wts_1_34:166:154; wts_1_34:811:209	རྐྱོང་གདན་ rkyon gdan Sitz, Matte. || lag rkyon bZin pa Ita bu „wie: Arme und
alternate_witness_google_loc_nasal_upgrade	bsruns	bsruñs	2	1	wts_1_34:187:88; wts_1_34:749:111	སྐུ་བསྲུང་ sku bsrun, sku bsruns Tsku sruns. || རྗེས་སུ་བསླངས་ rjes su bsruns
alternate_witness_google_loc_nasal_upgrade	sruns	sruñs	2	1	wts_1_34:187:88; wts_1_34:1126:17	སྐུ་བསྲུང་ sku bsrun, sku bsruns Tsku sruns. || yul gyi sruns ma mgon po — can rmnams „die
alternate_witness_google_loc_nasal_upgrade	rnan	rṅan	2	1	wts_1_34:213:84; wts_1_34:950:39	gsolras sam bya dga’ dan lag rtags rnan pa Ita || rnan pa mi ~ ba’i / tshe (metr.) „wenn der
alternate_witness_google_loc_nasal_upgrade	nur	ñur	2	1	wts_1_34:235:43; wts_1_34:766:226	drags na chun nur gton bar bya fun nur gton || ga’ Zig Run nur yod pa „[die Lehre] wurde
alternate_witness_google_loc_nasal_upgrade	mnag	mṅag	2	1	wts_1_34:243:59; wts_1_34:578:187	།ཁ་མངགས་ kba mnags pf. zu kha mnag beauf- || Lex. mnag gäug dan ~ ni g.yog po (Li$ 28,7);
alternate_witness_google_loc_fricative_upgrade	bzad	bźad	2	1	wts_1_34:259:103; wts_1_34:587:82	Königs“ (Suv 173,8); khyod la ~ na bzad gad || don des tshur ~ dan bzad gad sun ’byin byas
alternate_witness_google_loc_nasal_upgrade	rnin	rñiñ	2	1	wts_1_34:267:214; wts_1_34:858:33	Dagy); brda gsar rnin las / ~ ni skyes sam || — 1992: „Index to two brda gsar rnin treatises: the works of dBus pa blo gsal and
alternate_witness_google_loc_nasal_upgrade	dnos	dṅos	2	1	wts_1_34:280:3; wts_1_34:280:15	665,1); ston pa dnos kyı sku dan ~ ma mchis || sku than ’di yan kun legs sku dnos dan ~ med
alternate_witness_google_loc_nasal_upgrade	sna	sña	2	1	wts_1_34:295:101; wts_1_34:1211:42	glan po che dan ... khri sna(n) sa le dan / be || (Glu 46); kho bo —r sna sor nas dag snan
alternate_witness_google_loc_nasal_upgrade	mkhran	mkhraṅ	2	1	wts_1_34:314:138; wts_1_34:944:205	myı ’dzans pa dran mkhran byed pa „die || (Srkk 104.1); ~ mkhran po la ’dug pa ... span
alternate_witness_citation_siglum	Kunk	KunK	2	1	wts_1_34:327:138; wts_1_34:919:34	„indem auch ich mit ihnen zusammen tanzte“ (Kunk 17,22). || geben“ (Kunk 27,8).
alternate_witness_google_loc_nasal_upgrade	dbyans	dbyañs	2	1	wts_1_34:327:158; wts_1_34:1180:80	lun bstan pa’i dbyans byed cin - byed pa dan || dbyans san mi sgrogs na / so ka’i — dar ba
alternate_witness_google_loc_nasal_upgrade	than	thaṅ	2	1	wts_1_34:340:61; wts_1_34:679:62	bu mo’i ched du ... than ka la ri mor bris te || (Wadd135 4); snar than nas tsha lam tsam
alternate_witness_google_loc_nasal_upgrade	gandzi	gañdzi	2	1	wts_1_34:346:24; wts_1_34:433:188	Lex. gasdzi ra’i (r. gandzi ra’i) zur chag rtse || Lex. gandzi ra mdzod ldan te / zur chag pas
alternate_witness_google_loc_nasal_upgrade	sprins	spriñs	2	1	wts_1_34:358:156; wts_1_34:843:141	sleb mtha’ dag la sprins pa „an alle Füh- || Matitsitra:rGyal po chen po ka nis ka la sprins pa’ı 'phrin yıg / Mätrceta:
alternate_witness_google_loc_nasal_upgrade	sbyan	sbyaṅ	2	1	wts_1_34:380:35; wts_1_34:1192:20	Lex. sgrim po’i min ste sgrin po’am sbyan po || dri ma rmams ni sbyan ba’i phyir / ji bZin
alternate_witness_google_loc_nasal_upgrade	grun	gruṅ	2	1	wts_1_34:382:52; wts_1_34:458:34	po ni - po „weise: grun po“ (KlonD 729,5); || Lex. ~ po = spyan grun can „klug“ (Dagy).
alternate_witness_google_loc_fricative_upgrade	bzud	bźud	2	1	wts_1_34:382:104; wts_1_34:440:13	tog ma = pas lo pan rnams phyir bzud „da || mo bya ba khyod pha ka’ı khyim du bzud cig
alternate_witness_google_loc_fricative_upgrade	bsul	bśul	2	1	wts_1_34:388:91; wts_1_34:679:108	གྲོང་བཤལ་ gron bsul Hinterlassenschaft. || 201,10); - ran rkan can gron bsul „die Hin-
alternate_witness_initial_i_to_l_translit	Ihe	lhe	2	1	wts_1_34:398:30; wts_1_34:955:164	"Lex. leb leb sog Ihe gcig Ita bu „wie: ein flaches Blatt Papier“ (brDa, Dagy); -"" grwa = || སྟད་ལ་ stod le Istod Ihe."
alternate_witness_google_loc_nasal_upgrade	on	oṅ	2	1	wts_1_34:461:177; wts_1_34:921:131	"sa ’di ran re’i min ... pas -"" gäi gig ’on „da || na’ - rnams la cham pa 'on „sie verunreinigen meine Verehrungsobjekte“ (Mil"
alternate_witness_hyphenated_initial_i_to_l_translit	Pho-Iha-ba	Pho-lha-ba	2	1	wts_1_34:485:84; wts_1_34:676:169	folgs]leute des tha’i ji Pho-Iha-ba gesandt || rgyal [d.i. Pho-Iha-ba]“ (MTH3/5/7 12).
alternate_witness_google_loc_nasal_upgrade	mans	mañs	2	1	wts_1_34:485:175; wts_1_34:499:13	རྒྱད་མངས་ rgyud mans auch rgyud man ein || 51,7); g.yer ka’i - „ein Klang von Glöckchen“ (Lokn 124,7); rgyud mans - (metr.)
alternate_witness_google_loc_fricative_upgrade	bzu	bźu	2	1	wts_1_34:488:180; wts_1_34:488:182	Lex. /9%/? phug gi dbyibs can Zun mar „Laterne in der Form der Blase“ (Dagy) Igan bzu || = Igarı phug ’dra ba’i Zugs mar ram bzu mar
alternate_witness_google_loc_nasal_upgrade	bsnel	bsñel	2	1	wts_1_34:531:17; wts_1_34:753:11	ni ~ ba (KlonD 733,3); - ba = sku bsnel || pa’am thugs la bsnel ba „sich nicht erinnern,
alternate_witness_google_loc_nasal_upgrade	snon	sñon	2	1	wts_1_34:564:177; wts_1_34:1086:32	Dagy); ~ na med pa = snon du ma byun ba || rnams „die gegenwärtigen Buddhas, die Erhabenen“ (VinUp 36,16); snon rabs dan ~”/
alternate_witness_google_loc_nasal_upgrade	tshans	tshaṅs	2	1	wts_1_34:568:126; wts_1_34:955:102	und Matte, die beiden“ (brDa); ~ nan tshans || ཏྟད་ལ་ཚངས་ stod la tshans in säin rlun -
alternate_witness_google_loc_nasal_upgrade	bsnogs	bsṅogs	2	1	wts_1_34:574:51; wts_1_34:1213:40	བརྫོགས་ bsnogs pf. zu [5?709. || bsnogs nas — ni / skabs su lus 'di ji Ita bur /
alternate_witness_google_loc_nasal_upgrade	sNags	sṄags	2	1	wts_1_34:589:49; wts_1_34:845:114	5: 443-449] sNags kyi yi ge’i klog tshul dnos bstan pa (Randtitel: sNags || 5: 443-449] sNags kyi yi ge’i klog tshul dnos bstan pa.
alternate_witness_google_loc_nasal_upgrade	zan-thal	zaṅ-thal	2	1	wts_1_34:589:116; wts_1_34:860:98	Werksammlungen Kun-tu bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar || bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar und mKha’-’gro gsan-ba ye-
alternate_witness_google_loc_nasal_upgrade	bskyans	bskyaṅs	2	1	wts_1_34:608:22; wts_1_34:1174:67	srid lo - Inar bskyans „er hatte 15 Jahre lang || drug gi khrid bskyans — „als ich die sechs
alternate_witness_google_loc_nasal_upgrade	cuns	cuñs	2	1	wts_1_34:639:114; wts_1_34:660:62	bya pu ni lun cuns su / ’ur bu ni khyu ~ || (In5 E10); bya pu ni lun cuns su (metr.) „in
alternate_witness_google_loc_nasal_upgrade	nal	ṅal	2	1	wts_1_34:673:110; wts_1_34:811:88	(NBT 127,12); nal / Zes pa ... ni mnal ldan || nal ba’i don te Ze sa (Dagy); gäel ‰ - Zes
alternate_witness_google_loc_nasal_upgrade	dByans	dByañs	2	1	wts_1_34:765:7; wts_1_34:839:133	NCh 1: 26-454] dByans can grub pa’ı rdo rje (1809-1887): Das gsum || A kya yons ’dzin Blo bzan don grub, dByans can dga’ ba’ı blo gros
alternate_witness_google_loc_nasal_upgrade	lden	ldeṅ	2	1	wts_1_34:765:14; wts_1_34:850:122	TsKh 1: 753-920) dGe slon gi bslab bya gnam rtsed lden mar grags pa || 1: 753-919] dGe slon gi bslab bya gnam rtsed lden mar grags pa.
alternate_witness_google_loc_nasal_upgrade	nes	ṅes	2	1	wts_1_34:765:94; wts_1_34:1063:72	dam tshig ~ yanı nes par yon ba yin no „das || nams chags yan nes par yon ba yin no
alternate_witness_google_loc_nasal_upgrade	khens	kheṅs	2	1	wts_1_34:766:84; wts_1_34:1062:133	kyi stobs rgyas pa’am rdzig po’am / khens || 326); ma khens sam ma dud dam mi - mi
alternate_witness_google_loc_nasal_upgrade	cin	ciñ	2	1	wts_1_34:766:199; wts_1_34:1124:65	nad de ie bar Zi bar ma gyur cin » nas „die || rna chen rgyun bsgrag cin (metr.) „[dort, wo]
alternate_witness_google_loc_nasal_upgrade	bsnal	bsṅal	2	1	wts_1_34:795:101; wts_1_34:1075:152	(Mvy 6805); ~ pa = sdug bsnal ba (brDa); || sems can sdug bsnal mun = la (metr.) „für
alternate_witness_google_loc_nasal_upgrade	mNam	mÑam	2	1	wts_1_34:800:27; wts_1_34:850:133	13: 33-1073] mNam med tson kha pa chen pos mdzad pa’i byan || 13: 33-1073] mNam med tson kha pa chen pos mdzad pa’i byan chub
alternate_witness_google_loc_nasal_upgrade	mjin	mjiṅ	2	1	wts_1_34:800:50; wts_1_34:930:77	Lex. rı’i ga’ dan mgo’l Itag khun „Bergsattel und Genick“ (brDa); mjin pa’! Itag dan || 156.65); mjin pa’i yu ba’am reyus pa sbom
alternate_witness_google_loc_nasal_upgrade	zuns	zuñs	2	1	wts_1_34:800:105; wts_1_34:800:155	གཉནའ་བུངས་རྒྱད་ མོ་ 8/7:7? zuns rgyud mo || གཉའ་བུངས་རྒྱད་མོ་ ga’ zuns rgyud mo cine
alternate_witness_google_loc_nasal_upgrade	snin	sñiñ	2	1	wts_1_34:800:115; wts_1_34:858:6	al); ’grams snin la babs na ... güa’ 'phan || ches Chos ’byun Me tog snin po’i sbran 1011 böud, auch mNa’ bdag Nan gi Chos
alternate_witness_google_loc_nasal_upgrade	son	soñ	2	1	wts_1_34:801:134; wts_1_34:810:133	གཉིད་ gäid Schlaf; ~ du son ba eingeschlafen. || möam po mdun (r. bdun) du Ai ma son
alternate_witness_google_loc_nasal_upgrade	sbyon	sbyoṅ	2	1	wts_1_34:839:134; wts_1_34:898:25	(1740-1827): Thog mar blo sbyon gi dris lan brda don gsal ba’i me lon. || 164,18); dge sbyon ... 'di’i sten du sa spar mo
alternate_witness_google_loc_nasal_upgrade	rNin	rÑiñ	2	1	wts_1_34:843:123; wts_1_34:843:129	sems dpa’ rnams la phyag ’tshal lo / Amrtarasäyana. Abt. rNin rgyud, ga || bDud rtsi bum pa’i lunı / Amrtakalasasiddhi. Abt. rNin rgyud, ga 21624-
alternate_witness_google_loc_nasal_upgrade	snags	sṅags	2	1	wts_1_34:845:103; wts_1_34:1127:29	4: 117-218] mDo snags kyi bla brgyud gsol ’debs sogs nag thor bu ba || — dan ... rnam gnon tshul gyi snags pa’i slob
alternate_witness_google_loc_nasal_upgrade	mNon	mÑon	2	1	wts_1_34:845:112; wts_1_34:851:63	5: 299-323] mNon brjod kyi bstan bcos rgya mtsho’i chu thigs. || dPal’dzin sde: mNon brjod kyi bstan bcos sna tshogs gsal ba / Sridharase-
alternate_witness_citation_siglum	ISK	1SK	2	1	wts_1_34:852:53; wts_1_34:907:78	1-15). [Rol, ISK]) || (ISK 1: 214,3,4); sRye ’gro kun gyi spyi bos ~
alternate_witness_initial_i_to_l_translit	IHa	lHa	2	1	wts_1_34:852:76; wts_1_34:1100:89	pa. [IHa sa:] Bod Ijons mi dmans dpe skrun khan. [1DeJ] || „der Aufenthaltsort von Kwa, IHa und Ron“
alternate_witness_google_loc_nasal_upgrade	lon	loṅ	2	1	wts_1_34:862:22; wts_1_34:1118:15	ba na. Or: ’Dzam glin chen po’ rgyas bsad snod bcud kun gsal me lon. The rare || de tsa na khyed ran ko lon ma — Zig gsun
alternate_witness_initial_i_to_l_translit	Iha’i	lha’i	2	1	wts_1_34:880:7; wts_1_34:987:149	du / Iha’i bu dam pa - por gyur ba „er wurde || dgra Iha’i skan sgra ~ (metr.) „der Schnalzlaut des dGra-lha thags se thag“ (Gesar
alternate_witness_google_loc_fricative_upgrade	sugs	śugs	2	1	wts_1_34:944:47; wts_1_34:950:145	Jünglinge im Gefolge des rDo-rje sugs- || stobs sugs (Li$ 16,2); Ites (r. stes) dban ni
alternate_witness_hyphenated_initial_i_to_l_translit	Ide-brtsan	lde-brtsan	2	1	wts_1_34:944:96; wts_1_34:1010:219	„Khri-sron Ide-brtsan, der Vater und der || König Khri-sron Ide-brtsan Tiefsinn hatte“
alternate_witness_google_loc_fricative_upgrade	bsa	bśa	2	1	wts_1_34:944:114; wts_1_34:944:118	gi phag ze Itar nag pa Zig dan bsa’ rdo dan || bsa’ dkar la’an stans zil Zes snan „Kampfer
alternate_witness_google_loc_nasal_upgrade	yon	yoṅ	2	1	wts_1_34:946:133; wts_1_34:1129:77	~ mje la sogs pa’! tshig rigs la dad pa log yon || nas yon (metr.) „später wird sich die Lehre der Praxis-Tradition [der bKa’-rgyud-pa]
alternate_witness_google_loc_nasal_upgrade	brin	briṅ	2	1	wts_1_34:980:109; wts_1_34:981:42	Lex. ston zla 'brin nam skar ma de dan ldan || Lex. chun nam (v. 1. nn’am) 'brin po ~ (w. |.
alternate_witness_google_loc_nasal_upgrade	rtin	rtiṅ	2	1	wts_1_34:981:48; wts_1_34:1203:75	(Mvy 8412); rtin skyes sam nu bo’i min || དེ་རྟིང་ de rtin Kurzf. für de’i rtin la dann, da-
alternate_witness_google_loc_nasal_upgrade	mdun	mduṅ	2	1	wts_1_34:986:29; wts_1_34:1039:106	1$0“ (Bea 5.30); g.yu ~ la breyus pa mdun || rgyab phyogs nas mdun so sho reyan ner ~
alternate_witness_hyphenated_initial_i_to_l_translit	Pho-Iha-nas	Pho-lha-nas	2	1	wts_1_34:997:168; wts_1_34:1063:81	nas und tha’i ji Pho-Iha-nas, die die || se khan-chen-nas und tba’i ji Pho-Iha-nas
alternate_witness_google_loc_nasal_upgrade	bsnal	bsñal	2	1	wts_1_34:1047:194; wts_1_34:1189:82	117,6); sdug bsnal thams cad Zin der ~ ma || med sbrum gan sdug bsnal nie gyur na / de ni
alternate_witness_google_loc_nasal_upgrade	rkon	rkoṅ	2	1	wts_1_34:1052:135; wts_1_34:1108:24	(Nel 846); grau mo g.yas la rkon po bu chu / || chal gyi -(r) khab tu rkon za khri Icam ’bul
alternate_witness_google_loc_nasal_upgrade	dpans	dpaṅs	2	1	wts_1_34:1062:136; wts_1_34:1062:153	ba = dpans ༨ ba ... skad bsans ~ ba „große || skye bo blo dpans - ba (metr.) „ein
alternate_witness_google_loc_nasal_upgrade	dwans	dwaṅs	2	1	wts_1_34:1105:85; wts_1_34:1115:33	titlosigkeit; dwans kha ’dren pa appetitanre- || Lex. dan ba’i dad pa sogs gsum (brDa); dwans
alternate_witness_google_loc_nasal_upgrade	stens	steṅs	2	1	wts_1_34:1108:90; wts_1_34:1208:55	87,7); — sen ges bram ze za / de stens su || für de’i sten du bzw. de’i stens su.
alternate_witness_google_loc_nasal_upgrade	na’an	na’aṅ	2	1	wts_1_34:1122:96; wts_1_34:1209:97	zag — re re tsam yod na’an „auch wenn es || min rnams la ’dra min re ’dug ste na’an „auch
alternate_witness_google_loc_nasal_upgrade	san	saṅ	2	1	wts_1_34:1141:98; wts_1_34:1141:98	དིང་སང་ din san \den san.
alternate_witness_google_loc_nasal_upgrade	nun	ṅuṅ	2	1	wts_1_34:1171:77; wts_1_34:1208:9	pa nun ba „mit der Zeit waren die Gelehrten || ba’i bskal pa ni nun la „weil so die Zeitalter,
alternate_witness_google_loc_nasal_upgrade	rNin-ma-Schule	rÑin-ma-Schule	1	1	wts_1_34:5:33	Gelehrter der rNin-ma-Schule des Buddhismus, Chime Rigdzin Lama, Shantiniketan
alternate_witness_google_loc_fricative_upgrade	dGe-bses	dGe-bśes	1	1	wts_1_34:6:8	dGe-bses Iha-ram-pa-Prüfung in Tibet abgelegt hatten, vom Dalai Lama ausgewählt und
alternate_witness_hyphenated_initial_i_to_l_translit	Iha-ram-pa-Prüfung	lha-ram-pa-Prüfung	1	1	wts_1_34:6:8	dGe-bses Iha-ram-pa-Prüfung in Tibet abgelegt hatten, vom Dalai Lama ausgewählt und
alternate_witness_hyphenated_initial_i_to_l_translit	Bkra-Sis-Ihun-po	Bkra-sis-lhun-po	1	1	wts_1_34:23:132	ma of Bkra-sis-Ihun-po. Reproduced from tracings made from prints of the Bkra-Sis-Ihun-po
alternate_witness_hyphenated_initial_i_to_l_translit	Bkah-than-sde-Ina	Bkah-than-sde-lna	1	1	wts_1_34:25:72	LokEsH CHAnDRA 1982a: Bkah-than-sde-Ina. Zhö edition. Reproduced from the collection of
alternate_witness_citation_siglum	VisT	ViśT	1	1	wts_1_34:27:16	Prajnävarman | SCHNEIDER 1993 [VisT)
alternate_witness_google_loc_nasal_upgrade	rNcd	rÑcd	1	1	wts_1_34:27:39	rNin ma’i rgyud bcu bdun 1 Sanje DORJE 1973-1977 [rNcd]
alternate_witness_google_loc_fricative_upgrade	sBa-bzed	sBa-bźed	1	1	wts_1_34:28:78	— 1961: Une chronique ancienne de bSam-yas: sBa-bzed. Edition du'texte tibetain et resume fran-
alternate_witness_google_loc_fricative_upgrade	reg-gsogs	reg-gśogs	1	1	wts_1_34:87:85	sein mdo-ba[-Pferd] ist Ishal-bu reg-gsogs“
alternate_witness_google_loc_fricative_upgrade	kesa	keśa	1	1	wts_1_34:90:41	ཀེ་ཤ་ sa. — von skt. kesa.
alternate_witness_google_loc_nasal_upgrade	than	thañ	1	1	wts_1_34:93:37	ཀོ་ Au) བྲང་ཚ། ko ko than ma !ko ka than dmar glın.
alternate_witness_google_loc_nasal_upgrade	smyun	smyuñ	1	1	wts_1_34:100:24	ཀེས་སྨྱུང་ kos smyun [/905 shun.
alternate_witness_hyphenated_initial_i_to_l_translit	Thab-Idan-ma	Thab-ldan-ma	1	1	wts_1_34:100:41	"ldan ma’i bu „Sohn d. ""Thab-Idan-ma“ (Tshe"
alternate_witness_google_loc_fricative_upgrade	sambi	śambi	1	1	wts_1_34:100:64	ko’u sam bhi, ko’u sambi npr. eine Stadt in In-
alternate_witness_google_loc_fricative_upgrade	sammbhi	śammbhi	1	1	wts_1_34:100:85	(Mvy 4109); ko sammbhi = rgya gar kan Sa
alternate_witness_google_loc_nasal_upgrade	skan	skaṅ	1	1	wts_1_34:108:153	phag rdzon mna’ khons su skan ’gro lags ’don
alternate_witness_google_loc_nasal_upgrade	sden	sdeṅ	1	1	wts_1_34:109:191	ཀླ་ཀློ་ མི་སྐྱ་སྡེང་ kla klo mı skya sden N. eines Vol-
alternate_witness_google_loc_nasal_upgrade	rNog	rÑog	1	1	wts_1_34:112:6	ཁྲི klu khri npr. Bruder des rNog Legs-pa’i
alternate_witness_google_loc_fricative_upgrade	rGyal-gsen	rGyal-gśen	1	1	wts_1_34:112:28	mdog-can bat rGyal-gsen und Klu-grub [Ye-
alternate_witness_google_loc_nasal_upgrade	snin-po	sñin-po	1	1	wts_1_34:112:29	$es snin-po]“ (L$dz-K 226,32).
alternate_witness_citation_cleanup	mDz0dG	mDzodG	1	1	wts_1_34:112:87	mkhan ma-mo (T. N.) (mDz0dG 60,21).
alternate_witness_hyphenated_initial_i_to_l_translit	Ide-btsan	lde-btsan	1	1	wts_1_34:113:176	schaft des Khri-sron Ide-btsan gewirkt hat.
alternate_witness_google_loc_nasal_upgrade	bsrun-ba	bsruṅ-ba	1	1	wts_1_34:113:180	Klu’i-rgyal-mtshan, Klu-dban bsrun-ba u. a.
alternate_witness_google_loc_nasal_upgrade	pan	paṅ	1	1	wts_1_34:116:29	— ya gsum | zin po rje khri pan sum gyıs / ’dus
alternate_witness_google_loc_fricative_upgrade	suci	śuci	1	1	wts_1_34:125:27	Lex. suci (Tshe 532); ’od kyi snan ba „Lichtschein“ (brDa).
alternate_witness_initial_i_to_l_translit	Ita’i	lta'i	1	1	wts_1_34:125:40	pa ma len Zig ces bka’ bsgos / da Ita’i bar du
alternate_witness_google_loc_nasal_upgrade	tsen	tseṅ	1	1	wts_1_34:125:69	btsan po khri slon btsan gyis ... myan tsen cun
alternate_witness_google_loc_nasal_upgrade	rnons	rñons	1	1	wts_1_34:125:84	dku) zlum skabs phyin ma rnons dan (metr.)
alternate_witness_google_loc_nasal_upgrade	dnar	dṅar	1	1	wts_1_34:125:115	kyan „auch jeder Betrug und jede Täuschung“ (In12 W69); de’i — ’gel du ... dnar to
alternate_witness_google_loc_nasal_upgrade	con	coṅ	1	1	wts_1_34:131:161	pa po = sman con Zi sogs — pa po „einer, der
alternate_witness_google_loc_nasal_upgrade	bdag-nan	bdag-ñan	1	1	wts_1_34:135:87	yin „das ist die Stelle, an der mNa’-bdag-nan
alternate_witness_hyphenated_initial_i_to_l_translit	rtogs-Idan	rtogs-ldan	1	1	wts_1_34:135:115	des ’Brug-pa Ku-cor rtogs-Idan aus der bKa’-
alternate_witness_citation_siglum	gZ1-Sn	gZi-Sn	1	1	wts_1_34:139:104	der Zwang stark werden“ (gZ1-Sn 82,18).
alternate_witness_initial_i_to_l_translit	IHa-btsan-pa	lHa-btsan-pa	1	1	wts_1_34:148:107	la — byas rjes „in der Hand des IHa-btsan-pa
alternate_witness_initial_i_to_l_translit	I’khyig	l'khyig	1	1	wts_1_34:149:107	བཀྱིགས་ bkyıgs pf. zu I’khyig binden, fesseln.
alternate_witness_citation_siglum	g7Zi-Sn	gZi-Sn	1	1	wts_1_34:155:16	pa’i smran gis — pa ste (metr.) „eine Erklärung mit Wahrheitsworten“ (g7Zi-Sn 66,3).
alternate_witness_google_loc_nasal_upgrade	gzuns	gzuñs	1	1	wts_1_34:155:49	’di — par bya’o „man soll diese Strophe rezitieren“ (T3412 77b7); gzuns grans med du —
