tibetan_syllable	canonical_forms	canonical_status	canonical_confidence_tier	evidence_class	full_target_reviewed	supporting_forms	supporting_volumes	observed_other_forms	credible_competing_transcriptions	competing_forms	competing_support	independent_teaching_occurrences	derived_occurrences	historical_occurrences	domain_breakdown	feature_coverage	feature_dependency_rule_ids	feature_dependency_evidence_ids	feature_leave_one_out_status	rationale
ལུར		provisional	provisional	historically_supported_candidate	no	lcam:1		lcam				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལུས	lus	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Tomi:0;lus:8	wts_1_34;wts_35_51	Tomi				6	2	16	ordinary_tibetan_lexical_or_compound:14;tibetan_proper_name:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེ	le	canonical	canonical_independent_strong	independent_multi_context_canonical	no	N:0;Tphya:0;ba:0;dri:0;hral:0;le:18;leba:0;len:0;lne'u:1;lo:0	wts_1_34;wts_35_51	N;Tphya;ba;dri;hral;leba;len;lne'u;lo				18	0	42	ordinary_tibetan_lexical_or_compound:40;tibetan_proper_name:1;unclear:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེགས	legs	canonical	canonical_independent_strong	independent_multi_context_canonical	no	legs:12;so:0	wts_1_34;wts_8_b;wts_9_m	so				9	3	32	ordinary_tibetan_lexical_or_compound:27;sanskrit_or_indic_transcription:1;tibetan_proper_name:4	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེང		provisional	provisional	historically_supported_candidate	no	'gu:0;liṅ:1;phren:0		'gu;liṅ;phren				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེན	len	canonical	canonical_independent_strong	independent_multi_context_canonical	no	len:20;pa:0;phun:0	wts_1_34;wts_35_51	pa;phun				20	0	54	ordinary_tibetan_lexical_or_compound:49;tibetan_proper_name:3;unclear:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེཔ		provisional	provisional	historically_supported_candidate	no	leb:0		leb				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེབ	leb	canonical	canonical_independent_strong	independent_multi_context_canonical	no	leb:5	wts_1_34;wts_35_51					5	0	9	ordinary_tibetan_lexical_or_compound:9	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེའ		provisional	provisional	historically_supported_candidate	no	le’i:1		le’i				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེའི		provisional	provisional	historically_supported_candidate	no	le’i:2;lo'i:1		le’i;lo'i	le’i	le’i	le’i:independent=2,derived=0,historical=2,domains=ordinary_tibetan_lexical_or_compound:2	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེའུ		provisional	provisional	historically_supported_candidate	no	le’u:1		le’u				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེར		provisional	provisional	historically_supported_candidate	no	ler:0		ler				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལེས		provisional	provisional	historically_supported_candidate	no	lis:0		lis				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོ	lo	canonical	canonical_independent_strong	independent_multi_context_canonical	no	'khor:0;'spa:0;Beina:1;ER:0;chos:0;lo:46;po:0;’khor:1;’phyar:0	wts_1_34;wts_35_51;wts_8_b	'khor;'spa;Beina;ER;chos;po;’khor;’phyar				43	3	80	ordinary_tibetan_lexical_or_compound:74;tibetan_proper_name:4;unclear:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོག	log	canonical	canonical_independent_strong	independent_multi_context_canonical	no	auchphyin:1;ci:0;ldog:0;log:11;pa:0;pf:0	wts_1_34;wts_35_51	auchphyin;ci;ldog;pa;pf				11	0	36	ordinary_tibetan_lexical_or_compound:35;tibetan_proper_name:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོགས	logs	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	logs:2	wts_35_51					2	0	5	ordinary_tibetan_lexical_or_compound:5	feature_complete_route	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོང	loṅ	canonical	canonical_independent_strong	independent_multi_context_canonical	no	'pho:1;Magnet:1;bu:1;byiṅ:1;doṅ:1;lo:3;lor:1;lori:2;loṅ:15;me:0	wts_1_34;wts_35_51;wts_8_b;wts_9_m	'pho;Magnet;bu;byiṅ;doṅ;lo;lor;lori;me				7	8	8	ordinary_tibetan_lexical_or_compound:13;tibetan_proper_name:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོངས		provisional	provisional	historically_supported_candidate	no	dbus:0;lons:1;loṅ:1;loṅs:3		dbus;lons;loṅ;loṅs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོད	lod	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	lod:1	wts_35_51					1	0	1	ordinary_tibetan_lexical_or_compound:1	feature_complete_route	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོན	lon	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	Herbeiholen:0;du:0;lon:4	wts_1_34	Herbeiholen;du				4	0	12	ordinary_tibetan_lexical_or_compound:12	feature_complete_route	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོབ		provisional	provisional	historically_supported_candidate	no	lob:0		lob				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོབས		provisional	provisional	historically_supported_candidate	no	yobs:0		yobs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོའི	lo’i	provisional	canonical_independent_moderate	independent_moderate_evidence	no	lo'i:1;lo’i:10	wts_1_34	lo'i				10	0	10	ordinary_tibetan_lexical_or_compound:10	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོར		provisional	provisional	historically_supported_candidate	no	los:1		los				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོས	los	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	los:4	wts_1_34					4	0	4	ordinary_tibetan_lexical_or_compound:4	feature_complete_route	CORPUS_10051C382A6A;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལོཿ		provisional	provisional	historically_supported_candidate	no	log:0		log				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལཾ		provisional	provisional	historically_supported_candidate	no	lam:0		lam				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐག		provisional	provisional	historically_supported_candidate	no	Ikogs:0		Ikogs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐགས		provisional	provisional	historically_supported_candidate	no	Ikugs:0		Ikugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐལ		provisional	provisional	historically_supported_candidate	no	IRal:0		IRal				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐུ		provisional	provisional	historically_supported_candidate	no	mu:1		mu				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐུག		provisional	provisional	historically_supported_candidate	no	Ikug:0		Ikug				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐུགས		provisional	provisional	historically_supported_candidate	no	Ikugs:0		Ikugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐོག		provisional	provisional	historically_supported_candidate	no	Ikogma:0;Sal:0;brdzans:0;lkog:9;nor:0;’phyan:0		Ikogma;Sal;brdzans;lkog;nor;’phyan				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྐོགས		provisional	provisional	historically_supported_candidate	no	abgelegene:0		abgelegene				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྒ		provisional	provisional	historically_supported_candidate	no	u:0		u				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔ	lam;lha	ambiguous	ambiguous	credible_competing_forms	no	IIda:0;Ira:0;N:0;Tbyams:0;dug:1;fünf:1;l:0;lam:2;lda:1;ldan:0;lha:2;lṅa:47	wts_1_34;wts_35_51	IIda;Ira;N;Tbyams;dug;fünf;l;lda;ldan;lṅa				4	0	4	ordinary_tibetan_lexical_or_compound:2 || ordinary_tibetan_lexical_or_compound:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔག		provisional	provisional	historically_supported_candidate	no	lag:0;ldag:1		lag;ldag				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔགས		provisional	provisional	historically_supported_candidate	no	ljags:0		ljags				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔང	ldaṅ	provisional	canonical_independent_moderate	independent_moderate_evidence	no	daṅ:1;lan:0;ldaṅ:5;ljan:0	wts_1_34;wts_35_51	daṅ;lan;ljan				3	2	4	ordinary_tibetan_lexical_or_compound:4;sanskrit_or_indic_transcription:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔངས		provisional	provisional	historically_supported_candidate	no	'daṅs:1;ldans:0;ldaṅs:1		'daṅs;ldans;ldaṅs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔན	ldan	provisional	canonical_independent_moderate	independent_moderate_evidence	no	Idangyirkyen:0;han:0;hu’i:0;ldan:6	wts_1_34	Idangyirkyen;han;hu’i				3	3	15	ordinary_tibetan_lexical_or_compound:14;sanskrit_or_indic_transcription:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔབ		provisional	provisional	historically_supported_candidate	no	Idab:0;ab:0;lab:0;ldab:0;ljab:0		Idab;ab;lab;ldab;ljab				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔབས		provisional	provisional	historically_supported_candidate	no	Idabs:0		Idabs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔམ		provisional	provisional	historically_supported_candidate	no	Idum:0;ldum:0		Idum;ldum				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔར		provisional	provisional	historically_supported_candidate	no	har:0		har				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔས		provisional	provisional	historically_supported_candidate	no	ldas:0		ldas				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔི		provisional	provisional	historically_supported_candidate	no	lde:0		lde				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔིང		provisional	provisional	historically_supported_candidate	no	ldiṅ:1		ldiṅ				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔིར		provisional	provisional	historically_supported_candidate	no	ldir:1		ldir				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔོ		provisional	provisional	historically_supported_candidate	no	ldo:0		ldo				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྔོའི		provisional	provisional	historically_supported_candidate	no	sho’i:1;sro’:1		sho’i;sro’				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕག	lcag	canonical	canonical_independent_strong	independent_multi_context_canonical	no	lcag:6;lcug:0;leug:0	wts_1_34;wts_8_b	lcug;leug				6	0	13	ordinary_tibetan_lexical_or_compound:12;unclear:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕགས	lcags	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Eisenplatte:1;Hufeisen:0;I:0;Icags:0;lcags:10	wts_1_34;wts_8_b	Eisenplatte;Hufeisen;I;Icags				10	0	55	ordinary_tibetan_lexical_or_compound:54;tibetan_proper_name:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕང		provisional	provisional	historically_supported_candidate	no	lcaṅ:9;lcun:0		lcaṅ;lcun				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕམ	lcam	provisional	canonical_independent_moderate	independent_moderate_evidence	no	'Icam:0;Dach:0;Querbalken:0;lam:0;lcam:3;lcami:0	wts_1_34;wts_35_51	'Icam;Dach;Querbalken;lam;lcami				2	1	9	ordinary_tibetan_lexical_or_compound:7;tibetan_proper_name:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕི		provisional	provisional	historically_supported_candidate	no	lci:0		lci				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕིགས		provisional	provisional	historically_supported_candidate	no	lcigs:0		lcigs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕིབས		provisional	provisional	historically_supported_candidate	no	lcibs:0;leibs:1		lcibs;leibs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕུག		provisional	provisional	historically_supported_candidate	no	lcug:1;leug:0		lcug;leug				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕེ	lce	provisional	canonical_independent_moderate	independent_moderate_evidence	no	Ice:0;klu:0;lce:2	wts_1_34;wts_8_b	Ice;klu				2	0	10	ordinary_tibetan_lexical_or_compound:10	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕེག		provisional	provisional	historically_supported_candidate	no	lceg:0		lceg				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕེབས		provisional	provisional	historically_supported_candidate	no	lcebs:0		lcebs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕོག		provisional	provisional	historically_supported_candidate	no	Haarknoten:0;lcog:2		Haarknoten;lcog	lcog	lcog	lcog:independent=2,derived=0,historical=13,domains=ordinary_tibetan_lexical_or_compound:13	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕོགས		provisional	provisional	historically_supported_candidate	no	lcogs:0		lcogs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྕོང		provisional	provisional	historically_supported_candidate	no	lcoṅ:1		lcoṅ				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗགས		provisional	provisional	historically_supported_candidate	no	ljags:1;se:0;zw:0		ljags;se;zw				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗང	ldaṅ	canonical	canonical_reviewed	explicit_user_reviewed	yes	'daṅ:1;Ijan:0;han:2;lan:1;laṅ:1;ldaṅ:3;ljan:1	wts_1_34;wts_35_51	'daṅ;Ijan;han;lan;laṅ;ljan				0	3	1	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗབ		provisional	provisional	historically_supported_candidate	no	Idab:0;ldab:0		Idab;ldab				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗིང		provisional	provisional	historically_supported_candidate	no	ldiṅ:1;po:0		ldiṅ;po				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗིབ		provisional	provisional	historically_supported_candidate	no	Jib:0		Jib				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗེད		provisional	provisional	historically_supported_candidate	no	lid:1		lid				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗེབས		provisional	provisional	historically_supported_candidate	no	Idebs:0;ldebs:0		Idebs;ldebs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗོག		provisional	provisional	historically_supported_candidate	no	Idog:0;ldog:1;lhog:1		Idog;ldog;lhog				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗོང		provisional	provisional	historically_supported_candidate	no	ldoṅ:2;mo:0		ldoṅ;mo				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗོངས		provisional	provisional	historically_supported_candidate	no	boṅs:1;ljons:0;ljorss:0;ljoṅs:3		boṅs;ljons;ljorss;ljoṅs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྗོན		provisional	provisional	historically_supported_candidate	no	Jon:1;lion:0;ljon:0		Jon;lion;ljon				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟ	lta	provisional	canonical_independent_moderate	independent_moderate_evidence	no	Itana:0;ba:0;da:0;delta:0;es:0;lta:23;ltana:0	wts_1_34;wts_35_51	Itana;ba;da;delta;es;ltana				6	17	69	ordinary_tibetan_lexical_or_compound:67;tibetan_proper_name:1;unclear:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟག		provisional	provisional	historically_supported_candidate	no	Itag:0;Nacken:0;ltag:2;pa:0;tag:1		Itag;Nacken;ltag;pa;tag	ltag	ltag	ltag:independent=2,derived=0,historical=3,domains=ordinary_tibetan_lexical_or_compound:3	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟང		provisional	provisional	historically_supported_candidate	no	Itan:0;ktan:0;lhari:1;lta:1;ltan:0;tun:0		Itan;ktan;lhari;lta;ltan;tun				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟད		provisional	provisional	historically_supported_candidate	no	ltad:0		ltad				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟན		provisional	provisional	historically_supported_candidate	no	skt:1		skt				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟབ		provisional	provisional	historically_supported_candidate	no	Itab:0		Itab				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟམ		provisional	provisional	historically_supported_candidate	no	aufnehmen:0;po:0		aufnehmen;po				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟའང		provisional	provisional	historically_supported_candidate	no	lta’an:1		lta’an				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟའི		provisional	provisional	historically_supported_candidate	no	lta’i:1		lta’i				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟར	ltar	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Itarna:0;diese:0;ltar:25	wts_1_34;wts_35_51;wts_8_b	Itarna;diese				5	20	32	ordinary_tibetan_lexical_or_compound:31;tibetan_proper_name:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟས		provisional	provisional	historically_supported_candidate	no	Trmiltas:0;ltas:8		Trmiltas;ltas				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟིར		provisional	provisional	historically_supported_candidate	no	ltir:0		ltir				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟུང	ltuṅ	canonical	canonical_independent_strong	independent_multi_context_canonical	no	ltuṅ:6	wts_35_51;wts_9_m					3	3	6	ordinary_tibetan_lexical_or_compound:6	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟེ	lte	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Ite:0;Nabel:1;lte:4;’bur:0;’lte:0	wts_1_34;wts_35_51	Ite;Nabel;’bur;’lte				4	0	6	ordinary_tibetan_lexical_or_compound:6	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟེང		provisional	provisional	historically_supported_candidate	no	Iten:0;Itenı:0;lten:1		Iten;Itenı;lten				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟེངས		provisional	provisional	historically_supported_candidate	no	Itens:0;lteṅs:1		Itens;lteṅs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟེབ		provisional	provisional	historically_supported_candidate	no	lteb:0		lteb				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟེབས		provisional	provisional	historically_supported_candidate	no	ltebs:0		ltebs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟེམ		provisional	provisional	historically_supported_candidate	no	Item:0;ltem:1		Item;ltem				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟེམས		provisional	provisional	historically_supported_candidate	no	Items:0		Items				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
ལྟོ		provisional	provisional	historically_supported_candidate	no	Innereien:0;Ito:0;a:0;ba:0;lto:1;sa:0;’gens:0;’thud:0		Innereien;Ito;a;ba;lto;sa;’gens;’thud				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
