tibetan_syllable	observed_forms	current_canonical_tier	role_parse_status	composition_status	feature_composed_target	component_rule_ids	supporting_evidence_ids	leave_one_out_status	domain_compatibility	correction_authority	blocker
འྲོང	’od	unresolved	fully_resolved	feature_partial		CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	root_consonant:འ
འྲོད	’phrod	unresolved	fully_resolved	feature_partial		CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	root_consonant:འ
འླ	chol	provisional	fully_resolved	feature_partial		CORPUS_ED2342564FDA;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	root_consonant:འ
ཡ	Beiname;chn;dban;lo;ma;ya;yan;yi	canonical_feature_composed	fully_resolved	feature_complete_unique	ya	CORPUS_ED079940246D;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡཀྟ	yaksa	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
ཡཁའ	m	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
ཡག	yag;yig	canonical_feature_composed	fully_resolved	feature_complete_unique	yag	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡང	dag;nun;par;tha'i;yanrtse;yaṅ;yaṅı;yani;yah;yani;yani	canonical_independent_strong	fully_resolved	feature_complete_unique	yaṅ	CORPUS_ED079940246D;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡངས	yais;yanis;yans;yaris;yaṅs	provisional	fully_resolved	feature_complete_target_support_insufficient	yaṅs	CORPUS_ED079940246D;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡཆང	'chan	unresolved	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
ཡཆངར	’char	unresolved	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
ཡད	yad	provisional	fully_resolved	feature_complete_target_support_insufficient	yad	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡན	kyi;lag;yan	canonical_independent_strong	fully_resolved	feature_complete_unique	yan	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡབ	Balustrade;Wedel;a;aeb;yab	canonical_independent_strong	fully_resolved	feature_complete_unique	yab	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡམ	kham;yam	provisional	fully_resolved	feature_complete_target_support_insufficient	yam	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡམས	yams	canonical_feature_composed	fully_resolved	feature_complete_unique	yams	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡའ	Lautspre;ba;lab	provisional	fully_resolved	feature_partial		CORPUS_ED079940246D;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
ཡཡི	bdag;sa;yi	canonical_independent_moderate	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
ཡར	Arbeit;eineKuh;rt;yar	canonical_independent_strong	fully_resolved	feature_complete_unique	yar	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡལ	ba;khal;yal;yul	provisional	fully_resolved	feature_complete_target_support_insufficient	yal	CORPUS_ED079940246D;CORPUS_01025FAF5D30;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡལེན	len	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
ཡས	Unend;endlos;yas	canonical_independent_strong	fully_resolved	feature_complete_unique	yas	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡཱ	yu	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡི	Beiname;Fähre;Veuergefäß;bsil;byi;dbyans;don;dus;ga;gdon;gra;gtsaṅ;gtso;gzugs;lci;ma;mchog;mi;miyi;mo;pa;philin;phren;phyi;pi;rdo;spun;srid;untere;yan;yi;yi'groba;yikhams;yitheg;yithod;yitshe;yı;ze	canonical_independent_strong	fully_resolved	feature_complete_unique	yi	CORPUS_ED079940246D;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡིག	Schrift;Tchins;Verfügung;yig;yıg	canonical_independent_strong	fully_resolved	feature_complete_unique	yig	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡིད	yid	canonical_feature_composed	fully_resolved	feature_complete_unique	yid	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡིན	Ignas;tan;yin	canonical_independent_strong	fully_resolved	feature_complete_unique	yin	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡིབ	yib;yıb	provisional	fully_resolved	feature_complete_target_support_insufficient	yib	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡིར	yer;yir	provisional	fully_resolved	feature_complete_target_support_insufficient	yir	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡིས	bcal;yis;yislcogs;’tsho	canonical_feature_composed	fully_resolved	feature_complete_unique	yis	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡུ	Peitschengrift;yu	canonical_feature_composed	fully_resolved	feature_complete_unique	yu	CORPUS_ED079940246D;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡུག	schreiten;yug	canonical_feature_composed	fully_resolved	feature_complete_unique	yug	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡུངས	yunis	provisional	fully_resolved	feature_complete_target_support_insufficient	yuṅs	CORPUS_ED079940246D;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཡུད	phud	provisional	fully_resolved	feature_complete_target_support_insufficient	yud	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཡུན	Vergangenheit;yun	provisional	fully_resolved	feature_complete_target_support_insufficient	yun	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡུམ	anso;yum	canonical_independent_strong	fully_resolved	feature_complete_unique	yum	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡུར	einschlafen;yur	provisional	fully_resolved	feature_complete_target_support_insufficient	yur	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡུལ	Bhutan;Lagerplatz;Nomadengebiet;Zielobjekt;ba;pa'i;yaul;ynl;yul	canonical_independent_strong	fully_resolved	feature_complete_unique	yul	CORPUS_ED079940246D;CORPUS_84A74DBDD722;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡེ	bdnd;ses;tsarya;ye;yi	canonical_independent_strong	fully_resolved	feature_partial		CORPUS_ED079940246D	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཡེན	yen;yin	provisional	fully_resolved	feature_partial		CORPUS_ED079940246D;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཡེའུ	ye'u	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡེར	spyi;vom;yer;yor	provisional	fully_resolved	feature_partial		CORPUS_ED079940246D;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཡེས	yis	provisional	fully_resolved	feature_partial		CORPUS_ED079940246D;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
ཡེེའུ	yeu	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡོ	dud;kri;ne'uloba;pho;po;yo	provisional	fully_resolved	feature_complete_target_support_insufficient	yo	CORPUS_ED079940246D;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡོག	Schürholz;yog	canonical_feature_composed	fully_resolved	feature_complete_unique	yog	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡོགས	yogs	provisional	fully_resolved	feature_complete_target_support_insufficient	yogs	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡོང	yoṅ;yon;yon	canonical_feature_composed	fully_resolved	feature_complete_unique	yoṅ	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡོངས	yons	provisional	fully_resolved	feature_complete_target_support_insufficient	yoṅs	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཡོད	yod	canonical_independent_strong	fully_resolved	feature_complete_unique	yod	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡོན	Vdod;bin;sras;yon	canonical_independent_strong	fully_resolved	feature_complete_unique	yon	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡོམ	yom	provisional	fully_resolved	feature_complete_target_support_insufficient	yom	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡོར	yor	canonical_feature_composed	fully_resolved	feature_complete_unique	yor	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡོལ	yol	canonical_independent_strong	fully_resolved	feature_complete_unique	yol	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
ཡོས	yos	provisional	fully_resolved	feature_complete_target_support_insufficient	yos	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
ཡོོང	yoṅ	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡོཿ	yon	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡཾ	ya	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡཾག	yig	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡཾར	yor	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡཿ	werde	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
ཡྩོན	mnon	provisional	fully_resolved	feature_partial		CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	subjoined_consonants:ཙ
ཡྲཀ	yaksa	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
ཡྲི	yi	provisional	fully_resolved	feature_complete_target_support_insufficient	yri	CORPUS_ED079940246D;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཡྲིང	phin	provisional	fully_resolved	feature_complete_target_support_insufficient	yriṅ	CORPUS_ED079940246D;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཡྲིན	yin	provisional	fully_resolved	feature_complete_target_support_insufficient	yrin	CORPUS_ED079940246D;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཡྲིས	phyis	provisional	fully_resolved	feature_complete_target_support_insufficient	yris	CORPUS_ED079940246D;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ཡྲོང	yod	provisional	fully_resolved	feature_complete_target_support_insufficient	yroṅ	CORPUS_ED079940246D;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
ར	'dar;'kar;'pa;'skyur;Art;Ausschau;Barthaarc;Bergs;Bogenschießstand;Er;Fransen;Ima;Imon;Inaro;Irma;Kisenrost;Mantel;Mutter;Sa;Sammlung;Tbyiru;Toilette;Vorstellung;Wahrnehmung;a;ba;bi;blo;bzun;dbyar;dga’ra;dkar;dmag;dur;dā;früher;fut;gar;gcan;gnas;gsil;har;iman;imp;ka;kar;kha;la;lan;las;ma;mur;myur;mä;na;nachfolgende;nam;ni;nor;pa;padina;phyir;ra;raba;rgya;ri;rinu;ro;roter;rta;rtsa;rüid;sa;scheinen;schnell;skor;skt;skur;skyur;spor;spyan;sruh;thabs;than;tnes;tu;’char	ambiguous	fully_resolved	feature_complete_unique	ra	CORPUS_5BE28982C775;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རཀྐྱལ	rkyal	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རཀྟི	raksi	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རག	Verlust;ma;rag	canonical_feature_composed	fully_resolved	feature_complete_unique	rag	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རགས	rags;rigs	canonical_feature_composed	fully_resolved	feature_complete_unique	rags	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རགྱྱ	gya	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རང	Balken;Tphe;dauerhaft;dies;raṅ;rin;riṅ;smig;spyan;tali;thams	canonical_feature_composed	fully_resolved	feature_complete_unique	raṅ	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རངས	pa;rans;raṅs;riṅs	provisional	fully_resolved	feature_complete_target_support_insufficient	raṅs	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
རཏ	cin	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
རད	red	provisional	fully_resolved	feature_complete_target_support_insufficient	rad	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རདགྲ	dgn	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རདྒར	bya	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རན	Text;ma;ran;ron;si	canonical_feature_composed	fully_resolved	feature_complete_unique	ran	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རནྡྷ	ranta	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རཔ	pa	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
རབ	Boot;beachtlich;eines;rab;rgyab;verständig	canonical_independent_strong	fully_resolved	feature_complete_unique	rab	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རབངས	Imi	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
རབས	rabs;rlabs	ambiguous	fully_resolved	feature_complete_unique	rabs	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རབསྲ	rabs	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རབྲ	rab	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རབྲོ	bo	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རམ	Wärme;mayan;mkhal;po;ram	canonical_feature_composed	fully_resolved	feature_complete_unique	ram	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རམགྲོན	mgon	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རམང	miṅ	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
རམཆི	mar	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
རམས	rams;rnams	canonical_feature_composed	fully_resolved	feature_complete_unique	rams	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རམི	Flamme	provisional	fully_resolved	feature_complete_target_support_insufficient	rim	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རམོད	spyod	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	post_suffix:ད
རམྨ	rmo	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རམྨྱ	mya	canonical_independent_moderate	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རམྱག	phyug	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རའ	Herold;N;ral	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
རའི	ra’i	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
རའེ	ra’i	provisional	fully_resolved	feature_partial		CORPUS_5BE28982C775	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e;suffix_coda:འ
རར	Min;Yamilie;lee;rn	provisional	fully_resolved	feature_complete_target_support_insufficient	rar	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
རལ	Gemüsesuppe;Nadelbehälter;Zerreißen;ral;rgyal;vol	canonical_independent_strong	fully_resolved	feature_complete_unique	ral	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རས	Rand;Si;ras;ris;rmons;spyan	canonical_independent_strong	fully_resolved	feature_complete_unique	ras	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
རསྨན	sman	provisional	partially_resolved	role_parse_unresolved				insufficient	unresolved	no	partially_resolved
རཱ	Ma;chien-men-p’ai;ma;po;ra;rdun;rna;rta;rwa;rä;rā;’nu	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
རཱདུ	rahn	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
