source_form	canonical_form	difference_class	independent_tibetan_syllables	occurrences	domains	authorization_status
san	San	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
san	sman	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sar	saṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sari	saṅ	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
sas	Sas	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sau	ri	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
sba	spu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbag	skrag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbalba	sbal	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sbani	spaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbar	spar	single_diacritic_confusion	1	2	tibetan_proper_name:2	diagnostic_only
sbari	spaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbas	smras	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbaṅ	spaṅ	single_diacritic_confusion	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
sbe	sme	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	diagnostic_only
sbra	spu	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:1;tibetan_proper_name:1	diagnostic_only
sbra	stod	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
sbrags	gas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbrar	sbraṅ	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sbrul	la	canonical_target_known_but_edit_unclassified	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
sbrul	sprul	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sbrulmjug	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbrulskogs	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbu	spu	single_diacritic_confusion	2	3	ordinary_tibetan_lexical_or_compound:1 || ordinary_tibetan_lexical_or_compound:2	high_confidence_candidate_requires_review
sbud	sprad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbug	skrag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbugs	gas	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sbun	spun	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sbur	spar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbyani	sbyaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbyans	sbyaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbyar	daṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sbyar	spar	canonical_target_known_but_edit_unclassified	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
sbyar	sum	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbyari	sbyaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbyi	spyi	single_diacritic_confusion	2	2	ordinary_tibetan_lexical_or_compound:1 || tibetan_proper_name:1	high_confidence_candidate_requires_review
sbyin	mchod	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sbyin	nor	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbyin	phyin	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sbyin	spyin	single_diacritic_confusion	1	32	ordinary_tibetan_lexical_or_compound:28;tibetan_proper_name:4	diagnostic_only
sbyor	byaṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sbyor	daṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sbyoṅ	soṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
scherzen	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
schl	khro	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
schlecht	rtsal	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
schlechte	gro	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
schreiten	yug	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
schriftlicher	bo	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
schwerh	su	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
schwimmen	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sdar	sdaṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sdaṅ	saṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sde	brgyad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sde	se	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sdod	gag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sdon	gdon	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sdud	mjug	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sdug	bsal	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sdug	skyid	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sdugnad	sdug	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
se	ral	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sehr	gyur	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sehr	nes	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
seitdem	ste	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sems	mas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sems	phra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sen	saṅ	canonical_target_known_but_edit_unclassified	1	4	ordinary_tibetan_lexical_or_compound:4	diagnostic_only
sen	sder	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
senis	sems	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ser	sar	single_diacritic_confusion	1	0	unclear:1	diagnostic_only
ser	seṅ	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
serns	sems	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
ses	Sas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ses	sems	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ses	ye	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
seyor	skor	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgam	skam	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgani	sgaṅ	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sgar	sgaṅ	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:4	diagnostic_only
sgari	sgaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgart	sgaṅ	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
sge’n	chuṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sgo	gi	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sgo	gro	canonical_target_known_but_edit_unclassified	2	1	ordinary_tibetan_lexical_or_compound:1	high_confidence_candidate_requires_review
sgo	sga	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sgon	bar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgon	sgoṅ	final_nasal_only_variant	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgon	sloṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgr	sgrog	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgra	sga	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgra	spu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgra	thog	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sgro	sgo	canonical_target_known_but_edit_unclassified	2	5	ordinary_tibetan_lexical_or_compound:1 || ordinary_tibetan_lexical_or_compound:5	high_confidence_candidate_requires_review
sgrog	slog	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:4	diagnostic_only
sgrom	sgom	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgu	glu	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sgum	sgam	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgye	skye	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgyed	skyed	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgyed	sriṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgynr	sgyur	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgyogs	skyogs	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sgyu	rgyu	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1;unclear:1	diagnostic_only
sh	sku	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sha	sta	single_diacritic_confusion	1	8	ordinary_tibetan_lexical_or_compound:8	diagnostic_only
shan	sman	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
shin	sriṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sho	mo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
shon	kyi	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
shon	sman	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
shyar	sbyar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
shye	skye	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
shyes	skyes	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
shyor	sbyor	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
si	ran	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
si	sri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sia	sna	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sich	debs	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sich	gcad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sich	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sich	mdzad	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sich	pi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sie	la'i	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sie	pad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sie	sne	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sie	ste	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sieben	bdun	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sieben	sna	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sig	Sig	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
siioms	sioms	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
silberhaltiges	rdo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
silberner	gdaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
silma	sel	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
simra	smra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sin	smin	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sin	sriṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sinra	smra	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sinra	spu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sinras	smras	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
siom	kyi	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sioms	par	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
situ	hu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
siṅ	khri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
siṅ	phraṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
siṅ	saṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skad	ja	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skad	sgra	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skad	ska	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skalbzan	skal	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skar	rwa	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
skas	gi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ske	ska	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
skeyes	skyes	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skom	skam	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
skor	skar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skor	sne	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skos	skas	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skra	bdag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skrad	skad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skrog	skrag	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skru	skra	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skt	byad	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
skt	cu	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
skt	kun	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
skt	la	canonical_target_known_but_edit_unclassified	1	2	sanskrit_or_indic_transcription:2	diagnostic_only
skt	nad	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
skt	rgyud	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
skt	sgro	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
sku	bźi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sku	chas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sku	ska	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
skud	skad	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skul	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skums	mas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skya	bral	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
skya	chos	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skya	ska	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyas	sras	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skye	bdag	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skye	las	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skye	skya	single_diacritic_confusion	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
skyed	skyid	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyes	go	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyes	sbyin	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
skyes	za	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
skyesbu	gi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyeṅ	phoṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyi	skya	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyo	skya	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
skyo	skye	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
skyor	skyer	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyor	skyoṅ	single_diacritic_confusion	1	1	tibetan_proper_name:1	diagnostic_only
skyoṅ	sgoṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyoṅ	skoṅ	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
skyu	rum	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyu	skya	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyur	sgyur	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
skyur	skar	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sla	la	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
slara	sla	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
slonṅ	sloṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
slu	sla	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sma	smra	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:1;tibetan_proper_name:1	diagnostic_only
sma	sna	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
smad	sad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smad	sprad	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
smadlas	sprad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
small	spaṅ	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
smar	spar	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	diagnostic_only
smas	smras	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smaṅ	spaṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sme	smra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smig	raṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
smin	sman	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:1;tibetan_proper_name:1	diagnostic_only
smod	smad	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smon	dren	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smon	lam	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
smon	sman	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
smos	spos	single_diacritic_confusion	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
smra	spu	canonical_target_known_but_edit_unclassified	1	15	ordinary_tibetan_lexical_or_compound:14;tibetan_proper_name:1	diagnostic_only
smre	smra	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smrig	sreg	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smros	smras	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smun	spun	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smyan	spyan	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smye	spyi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smyin	spyin	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smyn	gu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
smyu	gu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sn	su	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
sna	bru	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
sna	snaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sna	sta	single_diacritic_confusion	1	7	ordinary_tibetan_lexical_or_compound:7	diagnostic_only
snabdun	bru	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
snabs	stabs	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snagon	sna	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snam	sbyar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snani	snaṅ	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
snar	snaṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snaral	sna	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snare	re	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snari	snaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snaṅi	snaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
sne	ste	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
sno	mo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snod	jog	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snom	snam	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snoms	sioms	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snon	smon	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
snrubs	bas	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
