tibetan_syllable	source	canonical_target	occurrence_count	current_alignment_status	rescue_category	layout_evidence	canonical_agreement_diagnostic_only	upgrade_authorized	blocker	sample_contexts
གླིང	glin	gliṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གླིང་མེ་ glin me Lampe, Leuchte.
གླིང	glin	gliṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གླིང་འཛིན་ glin ’dzin Bez. für Erde.
བཞི	bZi	bźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ང་བཞི་ལྟེ་བ་ glin bZi Ite ba auch glin bZi’i Ite
བཞི	bZi	bźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ང་བཞི་ཌྡེགས་པ་ glin bZi ldegs pa Bez. für Erde
གླིང	glin	gliṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གླིང་བཞིའི་ལྟེ་བ་ glin bzi’i Ite ba 12///) bi Ite ba.
གླིང	glin	gliṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གླིང་བཞིའི་སློ་ glin bZi’i spo der Berg Meru.
ཁུང	khun	khuṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གློ་ཁུང་ glo khun
སྲི	si	sri	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འུ་པ་སྲི་གེའུ་ཤ་ gle’u bu si gle’u śu ein chin.
ཁུང	khun	khuṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གློ་ཁུང་ glo khun Türöffnung, Guckloch.
སྤྱང	spyan	spyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གློག་སྤྱང་དམར་པོ་ glog spyan dmar po ein Hund.
ཕྲེང	phren	phreṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གློག་ཕྲེང་ཅན་ glog phren can (zw.) Bez. für den
བྲང	bran	braṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགའ་ལྡན་ཕོ་བྲང་ dga’ ldan pho bran
སྣང	snah	snaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགའ་སྣང་ dga’ snah Glücksgefühl.
གཞི	gZi	gźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགའ་བའི་ས་གཞི་ dga’ ba’i sa gZi Bez. für Frau.
སེང	sen	seṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དྲག་སེང་དྲུག་འགྱར་ dgu sen drug 'gyur eine Me-
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་ཆར་ dgun char
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་ཆར་ dgun char Bez. für Regen.
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་མོ་ ” dgun mo
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་གདགས་ dgun gdugs Mittagshitze.
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་བདན་ dgun bdun sieben Tage, Woche.
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་གནམ་ dgun gnam Himmel.
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་མོ་ dgun mo Mitte, Abend, Nacht, Mit-
དགུང	dgun	dguṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགུང་ཚིགས་ dgun tshigs Tgun tshigs.
སློང	slon	sloṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགེ་བར་སློང་ dge bar slon Bez. für Rsi.
སྦྱོང	sbyon	sbyoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	~ bcad rigs la „entsprechend der Zuteilung དགེ་སྦྱོང་ཆེ་ dge sbyon che „großer Asket“, Bei-
སློང	slon	sloṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགེ་སློང་ dge slon
སློང	slon	sloṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགེ་སློང་ dge slon.
སློང	slon	sloṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགེ་སློང་ཆབ་རིལ་ dge slon chab ril eine Pflanze,
གཞི	gZi	gźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དགོངས་གཞི་ dgons gZi Absicht, Plan.
བགྲང	bgran	bgraṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བགྲང་ bgran zählen, rechnen; ¬ du med uner-
བགྲང	bgran	bgraṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བགྲང་ཝྲེང་ bgran phren Gebetskette.
ཕྲེང	phren	phreṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བགྲང་ཕྲེང་འཛིན་ beran phren ’dzin Beiname des
བགྲང	bgran	bgraṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བགྲང་ཡས་ bgran yas auch bgran yal eine hohe
བགྲང	bgran	bgraṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བགྲང་ཡོལ་ bgran yol eine hohe Zahl.
ལྡིང	ldin	ldiṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མགོ་ ལྡིང་ཅན་ mgo ldin can
ལྡིང	ldin	ldiṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མགོ་ལྡིང་ཅན་ mgo ldin can Bez. für Baum.
ལིང	lin	liṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མགོ་ ལིང་ mgo lin
བཟང	bzan	bzaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	sdug ’dra bar so la mdzes (metr.) „blau und མགྲིན་བཟང་ mgrin bzan Bez. für Esel.
སྐྱོང	skyon	skyoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཞྱགས་སྐྱོང་ ’grus skyon für skt. nipaka klug, be-
བཟང	bzan	bzaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འགོ་བཟང་ ’gro bzan Bez. des Buddha.
སོང	son	soṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འགྲོ་སོང་ ’gro son Ausgaben.
གླིང	glin	gliṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱ་གླིང་ reya glin
དྲུང	drun	druṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱ་དྲུང་ rgya drun Beamte an den indischen
སྦྲས	sbas	sbras	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱ་མཚོ་སྦྲས་པ་ rgya mtsho sbas pa.
ཞིག	Zig	źig	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱ་ཞིག་ rgya Zig Schädelnaht.
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་བསྐྱར་ rgyan bskyur hinausschieben.
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་གྲགས་ཐོས་ rgyan grags thos Bez. für Gans.
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་ངེ་བ་ rgyan ne ba weitläufig.
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་ཆོད་ rgyan chod auch rgyan gis chod beisei-
རྒྱང	rgyah	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་ཕན་ rgyah phan auch rgyan pan, reyan
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་མིག་ rgyan mig
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་མིག་ rgyan mig ein Auge, das in der Ferne
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་ཚེར་མ་ rgyan tsher ma ein Dornenstrauch.
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་ཤེལ་ rgyan śel Fernglas, Fernrohr.
རྒྱང	rgyan	rgyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱང་སོ་ rgyan so Spionage; ¬~ ’dzugs ausspionie-
ཕྲེང	phreh	phreṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱན་ཕྲེང་ rgyan phreh auch rgyan ’phren Hals-
བཞི	bZi	bźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱན་བཞི་ rgyan bZi auch rgyan 97/ Seide, Bro-
རིང	rin	riṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱབ་རིང་ rgyab rin.
རིང	rin	riṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱ་མ་རིང་པོ་ rgyu ma rin po.
རིང	rin	riṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱད་རིང་ rgyud rin ↑ rgyu ma rin po.
སྒང	sgan	sgaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒང་ sgan.
སྒང	sgan	sgaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒང་གསེབ་ sgan gseb ein Tier, Igel oder Sta-
ཁུང	khun	khuṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒབ་ཁུང་ sgab khun Tgab khun.
ཕང	phan	phaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒེག་མོའི་ཕང་ sgeg mo’i phan Bez. für Himmel.
ཁུང	khun	khuṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོ་ཁུང་ sgo khun Fenster.
བསྲུང	bsrun	bsruṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བྒ་བསྲུང་པ་ sgo bsrun ba
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་སྐྱེས་ sgon skyes aus dem Ei geboren, Bez.
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་སྐྲན་ sgon skran eine Krankheit.
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་ཆུ་ sgon chu Eiweiß.
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་པྲི་ sgon pri Eidotter.
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་བུ་ sgon bu Klumpen.
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་རིལ་ sgon ril Klumpen, Kugel.
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་ཤུན་ sgon sun Eischale.
སྒོང	sgon	sgoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་སེར་ sgon ser Eigelb.
ཁུང	khun	khuṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྱིད་ཁུང་ sgyid khun Kniekehle.
གསང	gsan	gsaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གྒྨྲ་གསང་ sgra gsan
གསང	gsan	gsaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲ་གསང་ sgra gsan Stimme, Geräusch.
བཞི	bZi	bźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བྱྱ་བཞི་ brgya bZi eine Zeremonie, um einen
རིང	rin	riṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ངན་རིང་མ་ nan rin ma Beiname Umäs.
སོང	son	soṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ངན་སོང་ nan son
སོང	son	soṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	rIa-ra klu-gon von Nan-lam“ (bKth ངན་སོང་ nan son schlechter Daseins-, Wieder-
སློང	slon	sloṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ངར་སློང་ nar slon ermutigen, anspornen.
གཏང	gtan	gtaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ངེས་པར་གཏང་བར་བྱཀྱི་ nes par gtan bar bgyi fut.
རིང	rin	riṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དངངས་རིང་ dans rin
རིང	rin	riṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དངངས་རིང་ dnans rin Furcht, Angst.
བགྲང	bgran	bgraṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མངན་བགྲང་ mnan bgran \rnan bgran.
འཕྱང	phyan	phyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"མངོན་པར་རབ་ཏ་འཕྱང་ mnon par rab tu ""phyan"
གསང	gsah	gsaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྔ་གསང་ rna gsah Trommelton.
བགྲང	bgran	bgraṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྔན་བགྲང་ rnan bgran auch mnan bgran [.
བཟང	bzan	bzaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ལྔ་སྡེ་བཟང་པོ་ lṅa sde bzan po die fünf ersten
སོང	son	soṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྔོན་ད་སོང་ shon du son
སོང	son	soṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྔོན་ད་སོང་ shon du son pf. zuvorkommen.
བྱུང	byun	byuṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྔོན་བྱུང་ snon byun
ཚང	tshan	tshaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅག་གེ་ཚང་བ་ cag ge tshan ba auch cag ger tshan
སེང	seh	seṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅང་སེང་ can seh auch can se eine Gruppe von
རུང	run	ruṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅཾ་མ་རུང་ ci ma run
རུང	run	ruṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅི་མ་རུང་ ci ma run wenn doch nur!
ཞིག	Zig	źig	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅི་ཞིག་གི་ཕྱིར་ ci Zig gi phyir
ཞིག	Zig	źig	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅི་ཞིག་གི་ཕྱིར་ ci Zig gi phyir wozu?
ཅིང	cin	ciṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅིང་ cin
ཅིང	cin	ciṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅིང་ཕིང་ cin phin
ཅིང	cin	ciṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅིང་ཡྲིང་ cin phin ein Gewand.
སྤྱང	spyan	spyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅེ་སྤྱང་ ce spyan \lce spyan.
རོང	ron	roṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅོང་རོང་ con ron
རོང	ron	roṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅྲོང་རོང་ con ron \gcon roṅ.
རྐྱང	rkyani	rkyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཅིག་རྐྱང་ geig rkyani
རྐྱང	rkyan	rkyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཅིག་རྐྱང་ geig rkyan ganz allein, nur einer.
བྲང	bran	braṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཅིག་བྲང་ཕྲ་མོ་ gcig bran phra mo Sehnenteil
ལུང	lun	luṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཅིག་ལས་འཕྲོས་པའི་ལུང་ gcig las ’phros pa’i lun
སྐྱོང	skyon	skyoṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཅེས་སྐྱོང་ gces skyon sich liebevoll, rück-
རོང	ron	roṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཅོང་རོང་ gcon ron auch con ron Schlucht,
གཞི	gZi	gźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བཅའ་གཞི་ bca’ gZi Vorbereitung.
ལུང	lun	luṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བཅལ་ལུང་པ་ beal lun pa
བཞི	bZi	bźi	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བཅུ་བཞི་སྟོན་ beu bZi ston Festmahl am 14. Tag
རིང	rin	riṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བཅུད་རིང་ beud rin auch beud ldan rins Bez. für
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཁབཅོས་པའི་ཆང་ bcos pa’i chan ein alkoholisches
ལུང	lun	luṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ལྷགས་ལུང་ lcags lun Eisengriff.
སྲིང	srin	sriṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ལྕམ་སྲིང་ lcam srin
སྲིང	srin	sriṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ལྕམ་སྲིང་ lcam srin.
སྤྱང	spyah	spyaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ལྩེ་སྤྱང་ lce spyah auch ce can, ce spyan, Ice
བཞག	bZag	bźag	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆ་བཞག་པ་ cha bZag pa
གཏང	gtan	gtaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆགས་གསུམ་གཏང་བ་ chags gsum gtan ba ein
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཀྱར་ chan kyur (zw.) anhäufen.
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་།ཁང་ chan khaṅ Wirtshaus.
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཚུང་ chan chun
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཏྱིམ་ chan khyim Wirtshaus.
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཏུ་ chan khyu Bez. für Versammlung,
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཏྱེམ་ chan khyem ein Behälter zum Ein-
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་འགག་ chan ’gag auch chan ’gags.
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་རྒན་ chan rgan.
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཆུང་ chan chuṅ auch chan ne chuṅ ne ein
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཆེམ་ཅན་ chan chem can
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཆེམ་ཅན་ chan chem can Bez. für Betrun-
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ཐུབ་ chan thub.
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་དྲེགས་ chan dregs betrunken.
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་འདོན་ chan ’don Gefäß, um chan zu trin-
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་ནད་ chan nad Alkoholismus, Alkoholver-
ཆང	chan	chaṅ	0	structurally_unaligned	structurally_unaligned	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆང་གནས་ chan gnas Wirtshaus, Schenke.
