tibetan_syllable	feature_composed_target	tibetan_signs	parser_interpretation	component_rule_ids	domain	unsupported_sign_status	target_support_channel	retain_or_downgrade	rationale
འགྲིམ	grim	U+0F60;U+0F42;U+0FB2;U+0F72;U+0F58	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འགྲོགས	grogs	U+0F60;U+0F42;U+0FB2;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབག	bag	U+0F60;U+0F56;U+0F42	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབགས	bags	U+0F60;U+0F56;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབངས	baṅs	U+0F60;U+0F56;U+0F44;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབིགས	bigs	U+0F60;U+0F56;U+0F72;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབིབས	bibs	U+0F60;U+0F56;U+0F72;U+0F56;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབུགས	bugs	U+0F60;U+0F56;U+0F74;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2;unclear:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབུབས	bubs	U+0F60;U+0F56;U+0F74;U+0F56;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབུར	bur	U+0F60;U+0F56;U+0F74;U+0F62	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབོག	bog	U+0F60;U+0F56;U+0F7C;U+0F42	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབོགས	bogs	U+0F60;U+0F56;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབོར	bor	U+0F60;U+0F56;U+0F7C;U+0F62	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྱམས	byams	U+0F60;U+0F56;U+0FB1;U+0F58;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྱར	byar	U+0F60;U+0F56;U+0FB1;U+0F62	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྱིད	byid	U+0F60;U+0F56;U+0FB1;U+0F72;U+0F51	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྱིན	byin	U+0F60;U+0F56;U+0FB1;U+0F72;U+0F53	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྱོང	byoṅ	U+0F60;U+0F56;U+0FB1;U+0F7C;U+0F44	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=derived_target_plus_independent_feature_composition;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྱོན	byon	U+0F60;U+0F56;U+0FB1;U+0F7C;U+0F53	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲང	braṅ	U+0F60;U+0F56;U+0FB2;U+0F44	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	unclear:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲི	bri	U+0F60;U+0F56;U+0FB2;U+0F72	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F	tibetan_proper_name:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲིང	briṅ	U+0F60;U+0F56;U+0FB2;U+0F72;U+0F44	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྲིད	brid	U+0F60;U+0F56;U+0FB2;U+0F72;U+0F51	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲིམ	brim	U+0F60;U+0F56;U+0FB2;U+0F72;U+0F58	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྲུ	bru	U+0F60;U+0F56;U+0FB2;U+0F74	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:4;unclear:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྲུག	brug	U+0F60;U+0F56;U+0FB2;U+0F74;U+0F42	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྲུབ	brub	U+0F60;U+0F56;U+0FB2;U+0F74;U+0F56	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲུམ	brum	U+0F60;U+0F56;U+0FB2;U+0F74;U+0F58	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲོག	brog	U+0F60;U+0F56;U+0FB2;U+0F7C;U+0F42	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:4;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འབྲོང	broṅ	U+0F60;U+0F56;U+0FB2;U+0F7C;U+0F44	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲོངས	broṅs	U+0F60;U+0F56;U+0FB2;U+0F7C;U+0F44;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འབྲོམ	brom	U+0F60;U+0F56;U+0FB2;U+0F7C;U+0F58	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡ	ya	U+0F61	fully_resolved	CORPUS_ED079940246D;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:17;sanskrit_or_indic_transcription:5;tibetan_proper_name:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡག	yag	U+0F61;U+0F42	fully_resolved	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡངས	yaṅs	U+0F61;U+0F44;U+0F66	fully_resolved	CORPUS_ED079940246D;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡད	yad	U+0F61;U+0F51	fully_resolved	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡམ	yam	U+0F61;U+0F58	fully_resolved	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡམས	yams	U+0F61;U+0F58;U+0F66	fully_resolved	CORPUS_ED079940246D;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡིད	yid	U+0F61;U+0F72;U+0F51	fully_resolved	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡིབ	yib	U+0F61;U+0F72;U+0F56	fully_resolved	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡིར	yir	U+0F61;U+0F72;U+0F62	fully_resolved	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡིས	yis	U+0F61;U+0F72;U+0F66	fully_resolved	CORPUS_ED079940246D;CORPUS_63EB474B7A3F;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡུ	yu	U+0F61;U+0F74	fully_resolved	CORPUS_ED079940246D;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡུག	yug	U+0F61;U+0F74;U+0F42	fully_resolved	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:16;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡུན	yun	U+0F61;U+0F74;U+0F53	fully_resolved	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡུར	yur	U+0F61;U+0F74;U+0F62	fully_resolved	CORPUS_ED079940246D;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡོ	yo	U+0F61;U+0F7C	fully_resolved	CORPUS_ED079940246D;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡོག	yog	U+0F61;U+0F7C;U+0F42	fully_resolved	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡོགས	yogs	U+0F61;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡོང	yoṅ	U+0F61;U+0F7C;U+0F44	fully_resolved	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡོམ	yom	U+0F61;U+0F7C;U+0F58	fully_resolved	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡོར	yor	U+0F61;U+0F7C;U+0F62	fully_resolved	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
ཡོས	yos	U+0F61;U+0F7C;U+0F66	fully_resolved	CORPUS_ED079940246D;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཡཾ	ya	U+0F61;U+0F7E	unsupported_orthographic_sign		sanskrit_or_indic_transcription:1	U+0F7E		downgrade	unsupported_orthographic_sign
རག	rag	U+0F62;U+0F42	fully_resolved	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:7	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རགས	rags	U+0F62;U+0F42;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:13;unclear:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རང	raṅ	U+0F62;U+0F44	fully_resolved	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:12;sanskrit_or_indic_transcription:1;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རངས	raṅs	U+0F62;U+0F44;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རན	ran	U+0F62;U+0F53	fully_resolved	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:8	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རམ	ram	U+0F62;U+0F58	fully_resolved	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:7;sanskrit_or_indic_transcription:1;tibetan_proper_name:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རམས	rams	U+0F62;U+0F58;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རཱ	ra	U+0F62;U+0F71	unsupported_orthographic_sign		ordinary_tibetan_lexical_or_compound:1	U+0F71		downgrade	unsupported_orthographic_sign
རཱི	ri	U+0F62;U+0F71;U+0F72	unsupported_orthographic_sign		sanskrit_or_indic_transcription:1	U+0F71		downgrade	unsupported_orthographic_sign
རིན	rin	U+0F62;U+0F72;U+0F53	fully_resolved	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:11;tibetan_proper_name:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རིབ	rib	U+0F62;U+0F72;U+0F56	fully_resolved	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
རིར	rir	U+0F62;U+0F72;U+0F62	fully_resolved	CORPUS_5BE28982C775;CORPUS_63EB474B7A3F;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རུང	ruṅ	U+0F62;U+0F74;U+0F44	fully_resolved	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:7	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རུམ	rum	U+0F62;U+0F74;U+0F58	fully_resolved	CORPUS_5BE28982C775;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:6;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རོགས	rogs	U+0F62;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རོང	roṅ	U+0F62;U+0F7C;U+0F44	fully_resolved	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:4;tibetan_proper_name:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རོན	ron	U+0F62;U+0F7C;U+0F53	fully_resolved	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རོམ	rom	U+0F62;U+0F7C;U+0F58	fully_resolved	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རོས	ros	U+0F62;U+0F7C;U+0F66	fully_resolved	CORPUS_5BE28982C775;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒ	rga	U+0F62;U+0F92	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
རྒས	rgas	U+0F62;U+0F92;U+0F66	fully_resolved	CORPUS_987FBEB04DC6;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:8	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
